Datetime,beaconid,realx,realy,edge_50,edge_51,edge_52,edge_53,edge_54,edge_55,edge_56,edge_57
2019-03-26T12:19:35.000000Z,3,2.132111111111111,5.289666666666666,-75.0,-78.0,-79.0,-72.5,-76.5,-78.0,-76.5,-83.66666666666667
2019-03-26T12:19:35.500000Z,3,2.1342222222222222,5.120333333333333,-72.66666666666667,-75.33333333333333,-79.25,-80.75,-80.0,-81.5,-81.4,-80.75
2019-03-26T12:19:36.000000Z,3,2.1363333333333334,4.951,-70.0,-62.333333333333336,-60.0,-77.33333333333333,-77.66666666666667,-88.66666666666667,-76.33333333333333,-79.8
2019-03-26T12:19:36.500000Z,3,2.1384444444444446,4.781666666666666,-69.75,-75.0,-76.0,-68.2,-76.75,-79.25,-80.6,-75.75
2019-03-26T12:19:37.000000Z,3,2.1405555555555553,4.612333333333333,-81.25,-67.8,-75.25,-80.66666666666667,-77.5,-80.25,-83.66666666666667,-79.66666666666667
2019-03-26T12:19:37.500000Z,3,2.1426666666666665,4.443,-75.25,-72.75,-77.33333333333333,-75.33333333333333,-78.75,-77.66666666666667,-75.5,-80.66666666666667
2019-03-26T12:19:38.000000Z,3,2.1447777777777777,4.273666666666667,-74.5,-72.0,-77.33333333333333,-68.0,-78.5,-79.0,-76.0,-77.25
2019-03-26T12:19:38.500000Z,3,2.146888888888889,4.104333333333333,-67.8,-56.333333333333336,-76.5,-76.5,-73.5,-76.25,-79.25,-71.5
2019-03-26T12:19:39.000000Z,3,2.1518333333333333,3.7611666666666665,-74.0,-66.25,-76.0,-79.5,-74.5,-81.6,-85.6,-87.0
2019-03-26T12:19:39.500000Z,3,2.1546666666666665,3.5873333333333335,-76.66666666666667,-72.75,-74.33333333333333,-77.5,-81.33333333333333,-74.66666666666667,-82.75,-79.25
2019-03-26T12:19:40.000000Z,3,2.1574999999999998,3.4135,-69.0,-65.0,-73.4,-64.75,-76.0,-87.0,-88.5,-88.0
2019-03-26T12:19:40.500000Z,3,2.1603333333333334,3.2396666666666665,-77.75,-71.25,-78.5,-70.0,-78.4,-82.0,-87.66666666666667,-84.5
2019-03-26T12:19:41.000000Z,3,2.1631666666666667,3.065833333333333,-78.33333333333333,-72.0,-79.0,-65.2,-77.66666666666667,-75.66666666666667,-79.66666666666667,-87.0
2019-03-26T12:19:41.500000Z,3,2.31475,2.8333749999999998,-82.0,-79.0,-72.25,-66.0,-79.0,-81.25,-79.0,-78.0
2019-03-26T12:19:42.000000Z,3,2.4635,2.77475,-80.2,-78.0,-73.25,-65.33333333333333,-75.25,-73.0,-83.75,-79.0
2019-03-26T12:19:42.500000Z,3,2.61225,2.716125,-79.4,-75.5,-75.0,-62.4,-80.0,-75.4,-79.5,-80.75
2019-03-26T12:19:43.000000Z,3,2.761,2.6574999999999998,-81.25,-74.5,-68.5,-66.5,-71.0,-73.66666666666667,-75.0,-71.0
2019-03-26T12:19:43.500000Z,3,2.90975,2.598875,-70.0,-78.66666666666667,-68.66666666666667,-75.0,-79.0,-75.25,-78.0,-75.0
2019-03-26T12:19:44.000000Z,3,3.0585,2.54025,-84.0,-73.66666666666667,-75.33333333333333,-77.0,-69.0,-71.0,-78.0,-76.5
2019-03-26T12:19:44.500000Z,3,3.20725,2.481625,-88.5,-80.5,-72.66666666666667,-71.5,-78.5,-66.5,-76.0,-88.5
2019-03-26T12:19:45.000000Z,3,3.484625,2.406125,-76.0,-71.0,-71.0,-64.5,-77.33333333333333,-81.0,-73.0,-73.0
2019-03-26T12:19:45.500000Z,3,3.61325,2.38925,-77.5,-81.0,-63.0,-82.0,-77.33333333333333,-82.5,-82.5,-74.25
2019-03-26T12:19:46.000000Z,3,3.741875,2.372375,-78.0,-81.25,-74.75,-78.0,-79.0,-67.0,-75.66666666666667,-83.66666666666667
2019-03-26T12:19:46.500000Z,3,3.8705,2.3555,-85.0,-81.33333333333333,-73.5,-76.66666666666667,-79.33333333333333,-78.2,-78.0,-82.25
2019-03-26T12:19:47.000000Z,3,3.999125,2.338625,-81.0,-74.8,-84.0,-78.33333333333333,-79.2,-73.0,-70.0,-84.2
2019-03-26T12:19:47.500000Z,3,4.12775,2.3217499999999998,-74.5,-76.8,-74.2,-69.4,-73.6,-73.0,-71.5,-81.75
2019-03-26T12:19:48.000000Z,3,4.256375,2.304875,-75.33333333333333,-76.0,-75.0,-74.75,-85.75,-73.0,-82.8,-79.0
2019-03-26T12:19:48.500000Z,3,4.5285,2.286833333333333,-79.75,-75.25,-78.5,-66.5,-79.5,-72.2,-80.66666666666667,-86.33333333333333
2019-03-26T12:19:49.000000Z,3,4.672,2.2856666666666667,-83.0,-76.2,-83.0,-64.33333333333333,-77.0,-74.0,-81.25,-85.0
2019-03-26T12:19:49.500000Z,3,4.8155,2.2845,-74.66666666666667,-75.5,-84.0,-63.5,-78.5,-68.0,-69.0,-76.0
2019-03-26T12:19:50.000000Z,3,4.9590000000000005,2.283333333333333,-81.0,-73.0,-74.5,-66.0,-82.33333333333333,-73.0,-75.0,-69.0
2019-03-26T12:19:50.500000Z,3,5.1025,2.282166666666667,-92.0,-82.5,-82.0,-75.33333333333333,-82.33333333333333,-80.0,-74.33333333333333,-78.33333333333333
2019-03-26T12:19:51.000000Z,3,5.402333333333334,2.281,-88.0,-81.66666666666667,-83.75,-71.0,-74.0,-77.0,-70.25,-82.5
2019-03-26T12:19:51.500000Z,3,5.558666666666667,2.281,-86.0,-86.5,-82.0,-70.5,-66.0,-63.666666666666664,-83.0,-72.0
2019-03-26T12:19:52.000000Z,3,5.715,2.281,-83.0,-83.33333333333333,-75.75,-80.0,-72.25,-60.0,-75.0,-80.66666666666667
2019-03-26T12:19:52.500000Z,3,5.871333333333333,2.281,-78.5,-81.6,-73.33333333333333,-75.5,-66.66666666666667,-78.66666666666667,-75.66666666666667,-81.8
2019-03-26T12:19:53.000000Z,3,6.027666666666667,2.281,-92.33333333333333,-71.0,-77.75,-69.33333333333333,-72.66666666666667,-69.0,-79.0,-81.0
2019-03-26T12:19:53.500000Z,3,6.327375,2.391125,-89.5,-71.5,-81.0,-74.66666666666667,-71.66666666666667,-72.5,-83.33333333333333,-77.5
2019-03-26T12:19:54.000000Z,3,6.470750000000001,2.50125,-84.66666666666667,-92.0,-85.0,-76.5,-65.6,-73.0,-83.33333333333333,-74.0
2019-03-26T12:19:54.500000Z,3,6.6141250000000005,2.6113750000000002,-81.0,-80.0,-76.25,-71.66666666666667,-64.66666666666667,-56.5,-83.0,-70.75
2019-03-26T12:19:55.000000Z,3,6.7575,2.7215,-80.66666666666667,-83.33333333333333,-78.0,-78.0,-72.0,-58.0,-74.66666666666667,-76.66666666666667
2019-03-26T12:19:55.500000Z,3,6.900875,2.831625,-90.5,-81.8,-75.5,-74.0,-72.5,-63.666666666666664,-67.33333333333333,-80.66666666666667
2019-03-26T12:19:56.000000Z,3,7.04425,2.94175,-81.0,-81.8,-73.0,-79.0,-72.5,-72.33333333333333,-75.25,-78.8
2019-03-26T12:19:56.500000Z,3,7.187625000000001,3.051875,-85.5,-83.5,-80.0,-69.5,-71.5,-70.75,-77.0,-77.75
2019-03-26T12:19:57.000000Z,3,7.452222222222223,3.164222222222222,-85.0,-83.4,-80.33333333333333,-76.25,-69.0,-71.0,-78.75,-77.33333333333333
2019-03-26T12:19:57.500000Z,3,7.573444444444445,3.166444444444444,-77.5,-85.5,-79.0,-72.5,-70.25,-70.25,-75.0,-75.0
2019-03-26T12:19:58.000000Z,3,7.694666666666667,3.1686666666666667,-90.5,-88.75,-83.66666666666667,-74.0,-69.75,-75.0,-77.66666666666667,-76.5
2019-03-26T12:19:58.500000Z,3,7.81588888888889,3.170888888888889,-76.0,-74.0,-85.66666666666667,-74.0,-72.66666666666667,-75.25,-79.0,-77.0
2019-03-26T12:19:59.000000Z,3,7.937111111111111,3.173111111111111,-87.0,-74.5,-82.0,-78.0,-81.0,-58.5,-76.5,-74.5
2019-03-26T12:19:59.500000Z,3,8.058333333333334,3.175333333333333,-87.0,-92.5,-79.0,-75.66666666666667,-70.66666666666667,-63.5,-80.0,-82.0
2019-03-26T12:20:00.000000Z,3,8.179555555555556,3.1775555555555557,-87.0,-92.0,-82.0,-77.75,-76.6,-64.0,-79.66666666666667,-82.6
2019-03-26T12:20:00.500000Z,3,8.300777777777778,3.179777777777778,-88.0,-83.0,-86.75,-83.25,-75.0,-70.33333333333333,-86.2,-83.4
2019-03-26T12:20:01.000000Z,3,8.421100000000001,3.2878,-84.5,-82.66666666666667,-82.5,-72.75,-80.75,-60.5,-75.0,-79.0
