Datetime,accx,accy,accz
2019-05-07T22:39:50.870357Z,0.127385,-0.004902,0.095463
2019-05-07T22:39:51.071357Z,0.050084,-0.132655,0.054371
2019-05-07T22:39:51.272357Z,0.048819,0.015169,0.12646500000000002
2019-05-07T22:39:51.472357Z,0.108401,-0.162695,-0.078542
2019-05-07T22:39:51.674357Z,-0.079546,-0.072577,-0.064579
2019-05-07T22:39:51.874357Z,-0.08908200000000001,-0.007918999999999999,-0.244759
2019-05-07T22:39:52.072357Z,-0.127187,0.342351,-0.033504
2019-05-07T22:40:02.406357Z,0.218613,0.04937,0.151417
2019-05-07T22:40:02.609357Z,0.246831,0.044084,-0.141623
2019-05-07T22:40:02.810357Z,0.067914,0.237312,-0.480759
2019-05-07T22:40:03.010357Z,-0.057234,0.676136,-0.6119180000000001
2019-05-07T22:40:03.207357Z,0.08123999999999999,0.271458,1.13982
2019-05-07T22:40:03.412357Z,0.21061,-0.979374,0.203343
2019-05-07T22:40:03.665357Z,0.7328180000000001,-1.129384,-0.381585
2019-05-07T22:40:03.811357Z,1.005296,-0.185625,-0.033497000000000006
2019-05-07T22:40:04.008357Z,1.548514,-0.47600699999999996,1.197558
2019-05-07T22:40:04.208357Z,1.3913440000000001,-1.3426049999999998,0.281469
2019-05-07T22:40:04.411357Z,1.06789,-0.867699,-0.37311500000000003
2019-05-07T22:40:04.608357Z,0.169693,0.265667,-0.006151
2019-05-07T22:40:04.809357Z,-0.984807,-0.187826,1.9467919999999999
2019-05-07T22:40:05.009357Z,-0.684366,-2.257059,-0.354139
2019-05-07T22:40:05.209357Z,0.0078060000000000004,-0.9692620000000001,-0.037953
2019-05-07T22:40:05.412357Z,-0.392719,-0.257644,1.7663659999999999
2019-05-07T22:40:05.611357Z,0.503155,-1.9540330000000001,-0.272187
2019-05-07T22:40:05.810357Z,-0.060358,-1.034485,-0.63657
2019-05-07T22:40:06.011357Z,-0.154808,0.014543,1.5248709999999999
2019-05-07T22:40:06.212357Z,0.208389,-1.4477360000000001,0.8486379999999999
2019-05-07T22:40:06.411357Z,0.83814,-1.489854,-0.7008270000000001
