Datetime,beaconid,realx,realy,edge_50,edge_51,edge_52,edge_53,edge_54,edge_55,edge_56,edge_57,edge_58
2019-05-07T22:59:43.500000Z,1,9.3496,1.4242,-70.33333333333333,-64.0,-71.75,-69.5,-76.75,-76.75,-78.0,-68.5,-70.33333333333333
2019-05-07T22:59:44.000000Z,1,9.119200000000001,1.4123999999999999,-75.25,-72.75,-70.6,-68.0,-72.0,-69.75,-69.0,-66.0,-63.5
2019-05-07T22:59:44.500000Z,1,8.8888,1.4006,-73.8,-76.8,-70.0,-75.0,-66.0,-66.6,-65.0,-70.0,-60.5
2019-05-07T22:59:45.000000Z,1,8.6584,1.3888,-81.5,-62.0,-69.33333333333333,-62.666666666666664,-65.75,-72.25,-62.0,-65.6,-69.25
2019-05-07T22:59:45.500000Z,1,8.14625,1.3912499999999999,-70.0,-66.33333333333333,-60.75,-66.5,-70.75,-68.0,-73.0,-65.0,-63.0
2019-05-07T22:59:46.000000Z,1,7.8645000000000005,1.4055,-64.66666666666667,-60.75,-70.2,-63.8,-68.2,-73.0,-62.0,-60.0,-53.75
2019-05-07T22:59:46.500000Z,1,7.582750000000001,1.41975,-64.33333333333333,-61.75,-64.0,-68.25,-74.0,-67.0,-68.66666666666667,-62.6,-61.0
2019-05-07T22:59:47.000000Z,1,7.107666666666667,1.448,-73.75,-59.0,-63.25,-68.0,-65.75,-67.75,-69.2,-56.0,-58.75
2019-05-07T22:59:47.500000Z,1,6.914333333333333,1.462,-62.0,-60.75,-59.333333333333336,-62.5,-84.0,-70.25,-71.0,-63.666666666666664,-62.0
2019-05-07T22:59:48.000000Z,1,6.721,1.476,-72.6,-58.666666666666664,-69.25,-63.0,-73.0,-71.75,-71.0,-66.75,-63.666666666666664
2019-05-07T22:59:48.500000Z,1,6.527666666666667,1.49,-69.0,-61.2,-64.0,-62.4,-74.25,-66.6,-74.75,-72.75,-50.0
2019-05-07T22:59:49.000000Z,1,6.334333333333333,1.504,-67.8,-65.6,-66.2,-65.4,-69.4,-64.25,-74.0,-72.5,-51.75
2019-05-07T22:59:49.500000Z,1,5.92725,1.5190000000000001,-71.0,-59.75,-64.25,-62.666666666666664,-76.33333333333333,-67.0,-66.25,-67.75,-56.8
2019-05-07T22:59:50.000000Z,1,5.7135,1.52,-74.33333333333333,-65.25,-63.2,-60.2,-77.5,-72.5,-79.0,-77.0,-51.333333333333336
2019-05-07T22:59:50.500000Z,1,5.49975,1.521,-71.4,-69.0,-62.6,-58.333333333333336,-75.75,-75.2,-75.33333333333333,-77.0,-63.0
2019-05-07T22:59:51.000000Z,1,4.998666666666667,1.5403333333333333,-71.0,-67.0,-70.66666666666667,-57.0,-74.0,-75.0,-74.33333333333333,-83.0,-61.75
2019-05-07T22:59:51.500000Z,1,4.711333333333333,1.5586666666666666,-64.75,-54.25,-72.0,-70.8,-74.6,-72.5,-83.0,-76.66666666666667,-56.5
2019-05-07T22:59:52.000000Z,1,4.1737777777777785,1.5957777777777777,-63.6,-54.333333333333336,-62.75,-74.0,-81.75,-76.5,-79.25,-77.0,-68.75
2019-05-07T22:59:52.500000Z,1,3.9235555555555557,1.6145555555555555,-52.333333333333336,-56.333333333333336,-68.0,-64.66666666666667,-80.66666666666667,-72.5,-73.8,-75.2,-63.0
2019-05-07T22:59:53.000000Z,1,3.673333333333334,1.6333333333333333,-63.0,-54.75,-58.75,-81.0,-79.6,-72.75,-76.2,-74.0,-69.2
2019-05-07T22:59:53.500000Z,1,3.4231111111111114,1.652111111111111,-67.0,-54.6,-57.0,-69.25,-76.0,-69.66666666666667,-77.0,-73.8,-68.75
2019-05-07T22:59:54.000000Z,1,3.172888888888889,1.6708888888888889,-58.75,-52.2,-62.6,-76.0,-67.2,-68.6,-77.66666666666667,-77.75,-74.0
2019-05-07T22:59:54.500000Z,1,2.922666666666667,1.6896666666666667,-62.75,-57.75,-59.8,-73.25,-73.75,-76.0,-77.2,-62.0,-71.0
2019-05-07T22:59:55.000000Z,1,2.672444444444445,1.7084444444444444,-65.0,-54.4,-61.0,-74.4,-86.5,-77.66666666666667,-81.6,-70.66666666666667,-72.66666666666667
2019-05-07T22:59:55.500000Z,1,2.4222222222222225,1.7272222222222222,-66.75,-57.0,-66.66666666666667,-69.5,-82.33333333333333,-66.0,-80.0,-69.25,-73.4
2019-05-07T22:59:56.000000Z,1,1.9804000000000002,1.7514,-65.0,-57.5,-59.6,-71.8,-73.66666666666667,-72.0,-76.2,-72.5,-74.2
2019-05-07T22:59:56.500000Z,1,1.7888000000000002,1.7568,-65.0,-55.5,-64.0,-70.6,-76.25,-67.33333333333333,-70.25,-77.25,-63.0
2019-05-07T22:59:57.000000Z,1,1.5972,1.7622,-62.0,-54.0,-62.5,-70.0,-71.75,-73.0,-81.0,-77.0,-63.5
