Datetime,beaconid,realx,realy,edge_50,edge_51,edge_52,edge_53,edge_54,edge_55,edge_56,edge_57,edge_58
2019-04-09T21:43:32.000000Z,1,1.075,9.37,-51.5,-60.0,-50.0,-72.0,-77.0,-75.33333333333333,-79.0,-72.0,-76.0
2019-04-09T21:43:32.500000Z,1,1.07625,9.077499999999999,-53.75,-65.75,-54.6,-67.0,-76.0,-73.0,-65.33333333333333,-63.0,-66.0
2019-04-09T21:43:33.000000Z,1,1.0775000000000001,8.785,-56.333333333333336,-69.66666666666667,-60.666666666666664,-69.5,-76.66666666666667,-75.33333333333333,-67.4,-72.5,-70.66666666666667
2019-04-09T21:43:33.500000Z,1,1.07875,8.4925,-51.666666666666664,-58.5,-59.25,-72.0,-64.25,-68.5,-71.0,-67.0,-61.333333333333336
2019-04-09T21:43:34.000000Z,1,1.115,7.818,-43.333333333333336,-63.333333333333336,-51.8,-54.333333333333336,-72.0,-69.5,-68.4,-64.0,-63.666666666666664
2019-04-09T21:43:34.500000Z,1,1.15,7.436,-45.333333333333336,-56.5,-64.25,-62.75,-71.0,-71.0,-69.5,-69.0,-74.25
2019-04-09T21:43:35.000000Z,1,1.185,7.053999999999999,-55.5,-62.75,-63.5,-60.0,-68.0,-65.0,-61.25,-67.0,-59.333333333333336
2019-04-09T21:43:35.500000Z,1,1.2075,6.3025,-58.0,-60.0,-60.333333333333336,-56.0,-72.25,-70.75,-67.25,-71.33333333333333,-60.75
2019-04-09T21:43:36.000000Z,1,1.1949999999999998,5.933,-66.0,-55.75,-58.166666666666664,-58.5,-72.5,-67.4,-60.25,-64.33333333333333,-61.0
2019-04-09T21:43:36.500000Z,1,1.1824999999999999,5.5634999999999994,-62.0,-56.5,-45.666666666666664,-66.5,-72.33333333333333,-73.0,-72.33333333333333,-66.5,-61.0
2019-04-09T21:43:37.000000Z,1,1.1624999999999999,4.8515,-66.25,-53.0,-52.0,-61.2,-80.25,-72.5,-69.6,-66.8,-66.25
2019-04-09T21:43:37.500000Z,1,1.1549999999999998,4.509,-63.0,-46.25,-53.0,-69.0,-70.66666666666667,-61.0,-61.0,-59.75,-62.666666666666664
2019-04-09T21:43:38.000000Z,1,1.1475,4.1665,-65.0,-55.6,-57.4,-56.75,-67.33333333333333,-74.0,-73.0,-78.5,-61.25
2019-04-09T21:43:38.500000Z,1,1.139,3.6022,-63.75,-56.25,-61.75,-55.75,-70.66666666666667,-71.66666666666667,-74.5,-74.0,-67.5
2019-04-09T21:43:39.000000Z,1,1.138,3.3804,-74.6,-52.6,-54.0,-62.75,-64.66666666666667,-71.0,-76.0,-62.5,-60.75
