Datetime,realx,realy
2019-03-20T23:38:18.676185Z,8.78,9.143
2019-03-20T23:38:19.000000Z,8.78,8.84975
2019-03-20T23:38:19.500000Z,8.78,8.5565
2019-03-20T23:38:20.000000Z,8.78,8.26325
2019-03-20T23:38:20.264185Z,8.78,7.97
2019-03-20T23:38:20.500000Z,8.729875,7.81625
2019-03-20T23:38:21.000000Z,8.679749999999999,7.6625
2019-03-20T23:38:21.500000Z,8.629624999999999,7.50875
2019-03-20T23:38:22.000000Z,8.5795,7.355
2019-03-20T23:38:22.500000Z,8.529375,7.20125
2019-03-20T23:38:23.000000Z,8.47925,7.0475
2019-03-20T23:38:23.500000Z,8.429124999999999,6.893750000000001
2019-03-20T23:38:23.985185Z,8.379,6.74
2019-03-20T23:38:24.000000Z,8.374142857142857,6.5318571428571435
2019-03-20T23:38:24.500000Z,8.369285714285715,6.323714285714286
2019-03-20T23:38:25.000000Z,8.364428571428572,6.115571428571429
2019-03-20T23:38:25.500000Z,8.359571428571428,5.9074285714285715
2019-03-20T23:38:26.000000Z,8.354714285714286,5.699285714285715
2019-03-20T23:38:26.500000Z,8.349857142857143,5.491142857142858
2019-03-20T23:38:26.532185Z,8.345,5.283
2019-03-20T23:38:27.000000Z,8.358600000000001,5.074400000000001
2019-03-20T23:38:27.500000Z,8.372200000000001,4.8658
2019-03-20T23:38:28.000000Z,8.3858,4.6572000000000005
2019-03-20T23:38:28.500000Z,8.3994,4.4486
2019-03-20T23:38:28.743185Z,8.413,4.24
2019-03-20T23:38:29.000000Z,8.4148,4.0284
2019-03-20T23:38:29.500000Z,8.4166,3.8168
2019-03-20T23:38:30.000000Z,8.4184,3.6052
2019-03-20T23:38:30.500000Z,8.420200000000001,3.3936
2019-03-20T23:38:30.935185Z,8.422,3.182
2019-03-20T23:38:31.000000Z,8.422333333333334,3.036
2019-03-20T23:38:31.500000Z,8.422666666666666,2.89
2019-03-20T23:38:32.000000Z,8.423,2.7439999999999998
2019-03-20T23:38:32.500000Z,8.423333333333334,2.598
2019-03-20T23:38:33.000000Z,8.423666666666666,2.452
2019-03-20T23:38:33.403185Z,8.424,2.306
2019-03-20T23:38:33.500000Z,8.424571428571427,2.1732857142857145
2019-03-20T23:38:34.000000Z,8.425142857142857,2.0405714285714285
2019-03-20T23:38:34.500000Z,8.425714285714285,1.907857142857143
2019-03-20T23:38:35.000000Z,8.426285714285715,1.7751428571428571
2019-03-20T23:38:35.500000Z,8.426857142857143,1.6424285714285713
2019-03-20T23:38:36.000000Z,8.427428571428573,1.5097142857142858
2019-03-20T23:38:36.035185Z,8.428,1.377
2019-03-20T23:38:36.500000Z,8.572000000000001,1.384375
2019-03-20T23:38:37.000000Z,8.716000000000001,1.39175
2019-03-20T23:38:37.500000Z,8.860000000000001,1.399125
2019-03-20T23:38:38.000000Z,9.004000000000001,1.4064999999999999
2019-03-20T23:38:38.500000Z,9.148,1.413875
2019-03-20T23:38:39.000000Z,9.292,1.42125
2019-03-20T23:38:39.500000Z,9.436,1.428625
2019-03-20T23:38:39.869185Z,9.58,1.436
2019-03-20T23:38:40.000000Z,9.574833333333334,1.5728333333333333
2019-03-20T23:38:40.500000Z,9.569666666666667,1.7096666666666667
2019-03-20T23:38:41.000000Z,9.564499999999999,1.8465
2019-03-20T23:38:41.500000Z,9.559333333333333,1.9833333333333334
2019-03-20T23:38:42.000000Z,9.554166666666667,2.120166666666667
2019-03-20T23:38:42.196185Z,9.549,2.257
2019-03-20T23:38:42.500000Z,9.559,2.4492000000000003
