Datetime,realx,realy
2019-05-07T02:42:39.014467Z,8.428,1.377
2019-05-07T02:42:39.500000Z,8.155000000000001,1.5965
2019-05-07T02:42:40.000000Z,7.882000000000001,1.8159999999999998
2019-05-07T02:42:40.500000Z,7.609,2.0355
2019-05-07T02:42:40.980467Z,7.336,2.255
2019-05-07T02:42:41.000000Z,7.048,2.2615
2019-05-07T02:42:41.500000Z,6.76,2.268
2019-05-07T02:42:42.000000Z,6.472,2.2745
2019-05-07T02:42:42.141467Z,6.184,2.281
2019-05-07T02:42:42.500000Z,5.715,2.281
2019-05-07T02:42:42.961467Z,5.246,2.281
2019-05-07T02:42:43.000000Z,5.03075,2.28275
2019-05-07T02:42:43.500000Z,4.8155,2.2845
2019-05-07T02:42:44.000000Z,4.60025,2.28625
2019-05-07T02:42:44.046467Z,4.385,2.288
2019-05-07T02:42:44.500000Z,3.8705,2.3555
2019-05-07T02:42:44.836467Z,3.356,2.423
2019-05-07T02:42:45.000000Z,2.9593333333333334,2.4053333333333335
2019-05-07T02:42:45.500000Z,2.5626666666666664,2.3876666666666666
2019-05-07T02:42:45.837467Z,2.166,2.37
2019-05-07T02:42:46.000000Z,1.8086666666666666,2.3863333333333334
2019-05-07T02:42:46.500000Z,1.4513333333333334,2.4026666666666667
2019-05-07T02:42:46.932467Z,1.094,2.419
2019-05-07T02:42:47.000000Z,1.1076666666666668,2.5176666666666665
2019-05-07T02:42:47.500000Z,1.1213333333333333,2.6163333333333334
2019-05-07T02:42:47.679467Z,1.135,2.715
2019-05-07T02:42:48.000000Z,1.1366666666666667,3.0846666666666667
2019-05-07T02:42:48.500000Z,1.1383333333333332,3.454333333333333
2019-05-07T02:42:48.824467Z,1.14,3.824
2019-05-07T02:42:49.000000Z,1.15,4.280666666666667
2019-05-07T02:42:49.500000Z,1.16,4.737333333333333
2019-05-07T02:42:49.734467Z,1.17,5.194
2019-05-07T02:42:50.000000Z,1.1824999999999999,5.5634999999999994
2019-05-07T02:42:50.500000Z,1.1949999999999998,5.933
2019-05-07T02:42:51.000000Z,1.2075,6.3025
2019-05-07T02:42:51.073467Z,1.22,6.672
2019-05-07T02:42:51.500000Z,1.1733333333333333,7.181333333333333
2019-05-07T02:42:52.000000Z,1.1266666666666667,7.690666666666666
2019-05-07T02:42:52.272467Z,1.08,8.2
2019-05-07T02:42:52.500000Z,1.07875,8.4925
2019-05-07T02:42:53.000000Z,1.0775000000000001,8.785
2019-05-07T02:42:53.500000Z,1.07625,9.077499999999999
2019-05-07T02:42:53.514467Z,1.075,9.37
2019-05-07T02:42:54.000000Z,1.0766666666666667,8.979999999999999
2019-05-07T02:42:54.500000Z,1.0783333333333334,8.59
2019-05-07T02:42:54.868467Z,1.08,8.2
2019-05-07T02:42:55.000000Z,1.115,7.818
2019-05-07T02:42:55.500000Z,1.15,7.436
2019-05-07T02:42:56.000000Z,1.185,7.053999999999999
2019-05-07T02:42:56.120467Z,1.22,6.672
2019-05-07T02:42:56.500000Z,1.5443333333333333,6.695333333333333
2019-05-07T02:42:57.000000Z,1.8686666666666667,6.718666666666667
2019-05-07T02:42:57.399467Z,2.193,6.742
2019-05-07T02:42:57.500000Z,2.5340000000000003,6.725333333333333
2019-05-07T02:42:58.000000Z,2.875,6.708666666666667
2019-05-07T02:42:58.293467Z,3.216,6.692
2019-05-07T02:42:58.500000Z,3.208,6.368
2019-05-07T02:42:59.000000Z,3.2,6.0440000000000005
2019-05-07T02:42:59.500000Z,3.192,5.72
2019-05-07T02:42:59.880467Z,3.184,5.396
2019-05-07T02:43:00.000000Z,2.9205,5.41175
2019-05-07T02:43:00.500000Z,2.657,5.4275
2019-05-07T02:43:01.000000Z,2.3935,5.44325
2019-05-07T02:43:01.015467Z,2.13,5.459
2019-05-07T02:43:01.500000Z,1.8099999999999998,5.370666666666667
2019-05-07T02:43:02.000000Z,1.4899999999999998,5.282333333333333
2019-05-07T02:43:02.155467Z,1.17,5.194
2019-05-07T02:43:02.500000Z,1.16,4.737333333333333
2019-05-07T02:43:03.000000Z,1.15,4.280666666666667
2019-05-07T02:43:03.262467Z,1.14,3.824
2019-05-07T02:43:03.500000Z,1.39225,3.85175
2019-05-07T02:43:04.000000Z,1.6444999999999999,3.8795
2019-05-07T02:43:04.500000Z,1.89675,3.90725
2019-05-07T02:43:04.559467Z,2.149,3.935
2019-05-07T02:43:05.000000Z,2.1546666666666665,3.5873333333333335
2019-05-07T02:43:05.500000Z,2.1603333333333334,3.2396666666666665
2019-05-07T02:43:05.685467Z,2.166,2.892
2019-05-07T02:43:06.000000Z,2.166,2.6310000000000002
2019-05-07T02:43:06.274467Z,2.166,2.37
2019-05-07T02:43:06.500000Z,2.168,2.162
2019-05-07T02:43:07.000000Z,2.17,1.954
2019-05-07T02:43:07.215467Z,2.172,1.746
2019-05-07T02:43:07.500000Z,2.5566666666666666,1.7216666666666667
2019-05-07T02:43:08.000000Z,2.9413333333333336,1.6973333333333334
2019-05-07T02:43:08.344467Z,3.326,1.673
2019-05-07T02:43:08.500000Z,3.6005000000000003,1.649
2019-05-07T02:43:09.000000Z,3.875,1.625
2019-05-07T02:43:09.500000Z,4.149500000000001,1.601
2019-05-07T02:43:09.518467Z,4.424,1.577
2019-05-07T02:43:10.000000Z,4.855,1.5495
2019-05-07T02:43:10.425467Z,5.286,1.522
2019-05-07T02:43:10.500000Z,5.571,1.5206666666666666
2019-05-07T02:43:11.000000Z,5.856,1.5193333333333334
2019-05-07T02:43:11.334467Z,6.141,1.518
2019-05-07T02:43:11.500000Z,6.570875,1.50775
2019-05-07T02:43:12.000000Z,7.00075,1.4975
2019-05-07T02:43:12.500000Z,7.430625,1.48725
2019-05-07T02:43:13.000000Z,7.8605,1.4769999999999999
2019-05-07T02:43:13.500000Z,8.290375000000001,1.46675
2019-05-07T02:43:14.000000Z,8.72025,1.4565
2019-05-07T02:43:14.500000Z,9.150125,1.44625
2019-05-07T02:43:14.950467Z,9.58,1.436
2019-05-07T02:43:15.000000Z,9.569666666666667,1.7096666666666667
2019-05-07T02:43:15.500000Z,9.559333333333333,1.9833333333333334
2019-05-07T02:43:15.713467Z,9.549,2.257
2019-05-07T02:43:16.000000Z,9.574,2.7375
2019-05-07T02:43:16.448467Z,9.599,3.218
2019-05-07T02:43:16.500000Z,9.588000000000001,3.5543333333333336
2019-05-07T02:43:17.000000Z,9.577,3.8906666666666667
2019-05-07T02:43:17.343467Z,9.566,4.227
2019-05-07T02:43:17.500000Z,9.546000000000001,4.581333333333333
2019-05-07T02:43:18.000000Z,9.526,4.935666666666667
2019-05-07T02:43:18.240467Z,9.506,5.29
2019-05-07T02:43:18.500000Z,9.761000000000001,5.653666666666667
2019-05-07T02:43:19.000000Z,10.016,6.017333333333333
2019-05-07T02:43:19.353467Z,10.271,6.381
2019-05-07T02:43:19.500000Z,10.143500000000001,6.199166666666667
2019-05-07T02:43:20.000000Z,10.016,6.017333333333333
2019-05-07T02:43:20.500000Z,9.8885,5.8355
2019-05-07T02:43:21.000000Z,9.761000000000001,5.653666666666667
2019-05-07T02:43:21.500000Z,9.6335,5.4718333333333335
2019-05-07T02:43:21.913467Z,9.506,5.29
2019-05-07T02:43:22.000000Z,9.2738,5.2886
2019-05-07T02:43:22.500000Z,9.0416,5.2872
2019-05-07T02:43:23.000000Z,8.8094,5.2858
2019-05-07T02:43:23.500000Z,8.577200000000001,5.284400000000001
2019-05-07T02:43:23.960467Z,8.345,5.283
2019-05-07T02:43:24.000000Z,8.0675,5.331
2019-05-07T02:43:24.500000Z,7.790000000000001,5.379
2019-05-07T02:43:25.000000Z,7.5125,5.427
2019-05-07T02:43:25.020467Z,7.235,5.475
2019-05-07T02:43:25.500000Z,6.7295,5.5215
2019-05-07T02:43:25.851467Z,6.224,5.568
2019-05-07T02:43:26.000000Z,6.2396666666666665,5.935666666666666
2019-05-07T02:43:26.500000Z,6.255333333333334,6.303333333333334
2019-05-07T02:43:26.922467Z,6.271,6.671
2019-05-07T02:43:27.000000Z,6.587666666666666,6.696000000000001
2019-05-07T02:43:27.500000Z,6.904333333333334,6.721
2019-05-07T02:43:27.963467Z,7.221,6.746
2019-05-07T02:43:28.000000Z,7.607,6.744000000000001
2019-05-07T02:43:28.500000Z,7.992999999999999,6.742
2019-05-07T02:43:28.809467Z,8.379,6.74
2019-05-07T02:43:29.000000Z,8.566833333333333,6.498333333333333
2019-05-07T02:43:29.500000Z,8.754666666666667,6.256666666666667
2019-05-07T02:43:30.000000Z,8.942499999999999,6.015000000000001
2019-05-07T02:43:30.500000Z,9.130333333333333,5.773333333333333
2019-05-07T02:43:31.000000Z,9.318166666666666,5.531666666666666
2019-05-07T02:43:31.259467Z,9.506,5.29
2019-05-07T02:43:31.500000Z,9.526,4.935666666666667
2019-05-07T02:43:32.000000Z,9.546000000000001,4.581333333333333
2019-05-07T02:43:32.183467Z,9.566,4.227
2019-05-07T02:43:32.500000Z,9.577,3.8906666666666667
2019-05-07T02:43:33.000000Z,9.588000000000001,3.5543333333333336
2019-05-07T02:43:33.226467Z,9.599,3.218
2019-05-07T02:43:33.500000Z,9.574,2.7375
2019-05-07T02:43:33.876467Z,9.549,2.257
2019-05-07T02:43:34.000000Z,9.559333333333333,1.9833333333333334
2019-05-07T02:43:34.500000Z,9.569666666666667,1.7096666666666667
2019-05-07T02:43:34.839467Z,9.58,1.436
2019-05-07T02:43:35.000000Z,9.292,1.42125
2019-05-07T02:43:35.500000Z,9.004000000000001,1.4064999999999999
2019-05-07T02:43:36.000000Z,8.716000000000001,1.39175
2019-05-07T02:43:36.312467Z,8.428,1.377
2019-05-07T02:43:36.500000Z,8.052333333333333,1.396
2019-05-07T02:43:37.000000Z,7.676666666666667,1.415
2019-05-07T02:43:37.290467Z,7.301,1.434
2019-05-07T02:43:37.500000Z,6.914333333333333,1.462
2019-05-07T02:43:38.000000Z,6.527666666666667,1.49
2019-05-07T02:43:38.426467Z,6.141,1.518
2019-05-07T02:43:38.500000Z,5.991833333333333,1.6451666666666667
2019-05-07T02:43:39.000000Z,5.842666666666667,1.7723333333333333
2019-05-07T02:43:39.500000Z,5.6935,1.8995000000000002
2019-05-07T02:43:40.000000Z,5.544333333333333,2.026666666666667
2019-05-07T02:43:40.500000Z,5.395166666666667,2.1538333333333335
2019-05-07T02:43:40.538467Z,5.246,2.281
2019-05-07T02:43:41.000000Z,4.8155,2.2845
2019-05-07T02:43:41.294467Z,4.385,2.288
2019-05-07T02:43:41.500000Z,4.042,2.3329999999999997
2019-05-07T02:43:42.000000Z,3.699,2.378
2019-05-07T02:43:42.342467Z,3.356,2.423
2019-05-07T02:43:42.500000Z,2.9593333333333334,2.4053333333333335
2019-05-07T02:43:43.000000Z,2.5626666666666664,2.3876666666666666
2019-05-07T02:43:43.095467Z,2.166,2.37
2019-05-07T02:43:43.500000Z,1.8086666666666666,2.3863333333333334
2019-05-07T02:43:44.000000Z,1.4513333333333334,2.4026666666666667
2019-05-07T02:43:44.149467Z,1.094,2.419
2019-05-07T02:43:44.500000Z,1.1145,2.567
2019-05-07T02:43:44.770467Z,1.135,2.715
2019-05-07T02:43:45.000000Z,1.1366666666666667,3.0846666666666667
2019-05-07T02:43:45.500000Z,1.1383333333333332,3.454333333333333
2019-05-07T02:43:45.772467Z,1.14,3.824
2019-05-07T02:43:46.000000Z,1.1475,4.1665
2019-05-07T02:43:46.500000Z,1.1549999999999998,4.509
2019-05-07T02:43:47.000000Z,1.1624999999999999,4.8515
2019-05-07T02:43:47.013467Z,1.17,5.194
2019-05-07T02:43:47.500000Z,1.1824999999999999,5.5634999999999994
2019-05-07T02:43:48.000000Z,1.1949999999999998,5.933
2019-05-07T02:43:48.500000Z,1.2075,6.3025
2019-05-07T02:43:48.507467Z,1.22,6.672
2019-05-07T02:43:49.000000Z,1.7065000000000001,6.707
2019-05-07T02:43:49.329467Z,2.193,6.742
2019-05-07T02:43:49.500000Z,2.5340000000000003,6.725333333333333
2019-05-07T02:43:50.000000Z,2.875,6.708666666666667
2019-05-07T02:43:50.049467Z,3.216,6.692
2019-05-07T02:43:50.500000Z,3.208,6.368
2019-05-07T02:43:51.000000Z,3.2,6.0440000000000005
2019-05-07T02:43:51.500000Z,3.192,5.72
2019-05-07T02:43:51.638467Z,3.184,5.396
2019-05-07T02:43:52.000000Z,2.657,5.4275
2019-05-07T02:43:52.494467Z,2.13,5.459
2019-05-07T02:43:52.500000Z,1.8099999999999998,5.370666666666667
2019-05-07T02:43:53.000000Z,1.4899999999999998,5.282333333333333
2019-05-07T02:43:53.334467Z,1.17,5.194
2019-05-07T02:43:53.500000Z,1.17,5.194
