Datetime,beaconid,edgenodeid,rssi,realx,realy
2019-05-07T03:02:27.500000Z,9,50,-86.0,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,54,-76.0,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,55,-65.0,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,57,-72.0,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,52,-76.33333333333333,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,56,-64.25,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,58,-74.33333333333333,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,51,-82.33333333333333,7.694666666666667,3.1686666666666667
2019-05-07T03:02:27.500000Z,9,53,-77.25,7.694666666666667,3.1686666666666667
2019-05-07T03:02:28.000000Z,9,54,-69.0,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,55,-65.75,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,57,-79.0,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,52,-71.5,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,53,-82.75,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,56,-75.75,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,51,-85.66666666666667,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,58,-83.25,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.000000Z,9,50,-87.25,8.058333333333334,3.175333333333333
2019-05-07T03:02:28.500000Z,9,57,-79.0,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,55,-54.75,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,54,-71.75,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,53,-77.0,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,51,-80.33333333333333,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,56,-71.75,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,58,-74.25,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,50,-78.66666666666667,8.814333333333334,3.194
2019-05-07T03:02:28.500000Z,9,52,-77.75,8.814333333333334,3.194
2019-05-07T03:02:29.000000Z,9,58,-72.2,9.206666666666667,3.206
2019-05-07T03:02:29.000000Z,9,51,-73.0,9.206666666666667,3.206
2019-05-07T03:02:29.000000Z,9,56,-73.25,9.206666666666667,3.206
2019-05-07T03:02:29.000000Z,9,50,-81.5,9.206666666666667,3.206
