Datetime,beaconid,realx,realy,edge_50,edge_51,edge_52,edge_53,edge_54,edge_55,edge_56,edge_58
2019-03-28T12:08:27.500000Z,3,2.13,5.459,-60.0,-52.0,-59.0,-67.0,-65.0,-84.0,-80.0,-74.5
2019-03-28T12:08:28.000000Z,3,2.130863636363636,5.3897272727272725,-64.33333333333333,-64.33333333333333,-66.2,-70.0,-76.0,-78.33333333333333,-69.0,-72.5
2019-03-28T12:08:28.500000Z,3,2.1317272727272725,5.320454545454545,-68.5,-55.5,-62.0,-68.33333333333333,-71.5,-75.75,-78.5,-73.0
2019-03-28T12:08:29.000000Z,3,2.132590909090909,5.251181818181818,-62.0,-68.66666666666667,-62.25,-69.0,-76.0,-76.33333333333333,-72.25,-68.33333333333333
2019-03-28T12:08:29.500000Z,3,2.1334545454545455,5.181909090909091,-63.25,-59.5,-65.75,-66.0,-67.0,-75.0,-70.0,-68.66666666666667
2019-03-28T12:08:30.000000Z,3,2.134318181818182,5.112636363636363,-63.25,-65.5,-66.0,-70.25,-77.0,-81.0,-74.33333333333333,-72.33333333333333
2019-03-28T12:08:30.500000Z,3,2.135181818181818,5.043363636363636,-66.66666666666667,-57.0,-62.0,-66.75,-81.0,-78.5,-71.0,-77.25
2019-03-28T12:08:31.000000Z,3,2.1360454545454544,4.974090909090909,-72.0,-69.0,-64.5,-74.0,-74.66666666666667,-66.0,-75.0,-78.0
2019-03-28T12:08:31.500000Z,3,2.1369090909090906,4.9048181818181815,-66.0,-68.33333333333333,-69.75,-67.0,-77.0,-83.66666666666667,-75.66666666666667,-80.0
2019-03-28T12:08:32.000000Z,3,2.1377727272727274,4.835545454545454,-71.5,-66.0,-59.0,-70.33333333333333,-76.0,-73.0,-72.25,-78.0
2019-03-28T12:08:32.500000Z,3,2.1386363636363637,4.766272727272727,-70.0,-68.5,-61.75,-72.0,-76.33333333333333,-77.5,-72.5,-75.5
2019-03-28T12:08:33.000000Z,3,2.1395,4.697,-73.0,-66.25,-59.5,-67.5,-76.66666666666667,-87.0,-75.0,-70.33333333333333
2019-03-28T12:08:33.500000Z,3,2.1403636363636362,4.627727272727273,-73.0,-70.0,-56.0,-58.0,-89.0,-67.5,-71.66666666666667,-76.5
2019-03-28T12:08:34.000000Z,3,2.1412272727272725,4.558454545454546,-73.0,-66.5,-59.5,-67.5,-84.5,-78.25,-71.66666666666667,-74.8
2019-03-28T12:08:34.500000Z,3,2.1420909090909093,4.489181818181818,-75.5,-69.33333333333333,-66.0,-70.66666666666667,-68.0,-78.66666666666667,-68.0,-70.66666666666667
2019-03-28T12:08:35.000000Z,3,2.1429545454545456,4.419909090909091,-70.25,-60.4,-64.75,-61.8,-79.33333333333333,-72.6,-75.6,-71.0
2019-03-28T12:08:35.500000Z,3,2.143818181818182,4.350636363636363,-69.5,-56.75,-59.0,-73.0,-68.25,-75.66666666666667,-73.5,-68.4
2019-03-28T12:08:36.000000Z,3,2.144681818181818,4.281363636363636,-67.0,-61.5,-61.0,-70.0,-67.75,-61.0,-77.5,-66.5
2019-03-28T12:08:36.500000Z,3,2.1455454545454544,4.212090909090909,-64.66666666666667,-62.0,-58.333333333333336,-68.0,-69.66666666666667,-74.0,-74.0,-69.33333333333333
2019-03-28T12:08:37.000000Z,3,2.1464090909090907,4.142818181818182,-68.5,-55.0,-64.5,-68.0,-73.5,-78.66666666666667,-77.5,-76.33333333333333
2019-03-28T12:08:37.500000Z,3,2.1472727272727274,4.073545454545455,-75.33333333333333,-58.5,-56.666666666666664,-62.0,-82.0,-82.5,-77.5,-64.33333333333333
2019-03-28T12:08:38.000000Z,3,2.1481363636363637,4.004272727272728,-70.2,-60.0,-66.5,-65.75,-70.25,-67.25,-71.5,-69.0
2019-03-28T12:08:38.500000Z,3,2.1514285714285712,3.786,-77.5,-62.5,-63.25,-68.75,-70.25,-68.8,-73.0,-72.0
2019-03-28T12:08:39.000000Z,3,2.153857142857143,3.637,-70.5,-60.25,-59.0,-73.0,-70.75,-69.0,-74.2,-68.0
2019-03-28T12:08:39.500000Z,3,2.156285714285714,3.488,-63.333333333333336,-60.6,-56.666666666666664,-64.0,-76.5,-73.0,-80.6,-69.5
2019-03-28T12:08:40.000000Z,3,2.158714285714286,3.339,-74.5,-72.5,-67.5,-59.5,-70.5,-69.33333333333333,-76.75,-58.5
2019-03-28T12:08:40.500000Z,3,2.161142857142857,3.19,-66.0,-63.5,-65.66666666666667,-54.25,-78.0,-76.66666666666667,-86.0,-68.75
2019-03-28T12:08:41.000000Z,3,2.1635714285714287,3.041,-78.0,-70.0,-61.0,-66.0,-68.5,-71.0,-76.0,-61.666666666666664
2019-03-28T12:08:41.500000Z,3,2.31475,2.8333749999999998,-64.5,-78.0,-58.75,-53.0,-68.25,-73.33333333333333,-73.5,-69.5
2019-03-28T12:08:42.000000Z,3,2.4635,2.77475,-79.0,-72.33333333333333,-56.333333333333336,-59.5,-78.33333333333333,-78.75,-82.0,-68.66666666666667
2019-03-28T12:08:42.500000Z,3,2.61225,2.716125,-79.0,-70.66666666666667,-59.2,-53.0,-81.5,-71.0,-76.0,-60.0
2019-03-28T12:08:43.000000Z,3,2.761,2.6574999999999998,-73.66666666666667,-66.8,-52.5,-55.75,-69.0,-61.333333333333336,-67.0,-68.25
2019-03-28T12:08:43.500000Z,3,2.90975,2.598875,-76.0,-71.0,-53.666666666666664,-65.75,-74.8,-67.33333333333333,-76.75,-61.0
2019-03-28T12:08:44.000000Z,3,3.0585,2.54025,-67.0,-73.0,-64.6,-62.2,-72.33333333333333,-61.75,-72.0,-63.0
2019-03-28T12:08:44.500000Z,3,3.20725,2.481625,-68.33333333333333,-66.0,-66.0,-63.75,-71.25,-68.8,-73.0,-55.0
2019-03-28T12:08:45.000000Z,3,3.5029999999999997,2.403714285714286,-80.66666666666667,-71.75,-60.0,-64.6,-73.4,-58.25,-78.0,-57.0
