Datetime,azimuth
2019-05-07T03:11:19.162348Z,0.0
2019-05-07T03:11:19.362348Z,200.457565
2019-05-07T03:11:19.560348Z,188.376709
2019-05-07T03:11:19.762348Z,200.22963000000001
2019-05-07T03:11:19.963348Z,208.530685
2019-05-07T03:11:20.161348Z,216.394501
2019-05-07T03:11:20.363348Z,224.086853
2019-05-07T03:11:20.563348Z,223.76080299999998
2019-05-07T03:11:20.765348Z,219.761887
2019-05-07T03:11:20.961348Z,220.83404500000003
2019-05-07T03:11:21.163348Z,227.795914
2019-05-07T03:11:21.365348Z,243.538712
2019-05-07T03:11:21.563348Z,254.876999
2019-05-07T03:11:21.764348Z,263.246796
2019-05-07T03:11:21.964348Z,265.001617
2019-05-07T03:11:22.164348Z,263.106567
2019-05-07T03:11:22.364348Z,264.980133
2019-05-07T03:11:22.563348Z,273.908386
2019-05-07T03:11:22.765348Z,286.787018
2019-05-07T03:11:22.964348Z,306.376862
2019-05-07T03:11:23.164348Z,323.042603
2019-05-07T03:11:23.364348Z,335.520264
2019-05-07T03:11:23.565348Z,342.16275
2019-05-07T03:11:23.764348Z,348.40045200000003
2019-05-07T03:11:23.965348Z,354.120361
2019-05-07T03:11:24.169348Z,356.31451400000003
2019-05-07T03:11:24.366348Z,354.13430800000003
2019-05-07T03:11:24.568348Z,340.151489
2019-05-07T03:11:24.765348Z,321.45837400000005
2019-05-07T03:11:24.966348Z,304.510895
2019-05-07T03:11:25.167348Z,293.14709500000004
2019-05-07T03:11:25.369348Z,287.194122
2019-05-07T03:11:25.566348Z,284.199371
2019-05-07T03:11:25.768348Z,282.34518399999996
2019-05-07T03:11:25.968348Z,277.086243
2019-05-07T03:11:26.169348Z,269.753937
2019-05-07T03:11:26.367348Z,265.026978
2019-05-07T03:11:26.567348Z,258.984039
2019-05-07T03:11:26.770348Z,243.77763399999998
2019-05-07T03:11:26.968348Z,219.691269
2019-05-07T03:11:27.168348Z,192.830429
2019-05-07T03:11:27.368348Z,169.468323
2019-05-07T03:11:27.572348Z,153.97796599999998
2019-05-07T03:11:27.769348Z,146.955566
2019-05-07T03:11:27.971348Z,145.387085
2019-05-07T03:11:28.171348Z,145.698303
2019-05-07T03:11:28.373348Z,145.49359099999998
2019-05-07T03:11:28.570348Z,146.222473
2019-05-07T03:11:28.770348Z,147.821167
2019-05-07T03:11:28.971348Z,148.337799
2019-05-07T03:11:29.171348Z,149.755768
2019-05-07T03:11:29.370348Z,152.007812
2019-05-07T03:11:29.571348Z,157.511841
2019-05-07T03:11:29.773348Z,159.707275
2019-05-07T03:11:29.970348Z,159.888855
2019-05-07T03:11:30.172348Z,159.507446
2019-05-07T03:11:30.371348Z,158.70306399999998
2019-05-07T03:11:30.571348Z,156.119629
2019-05-07T03:11:30.774348Z,158.69116200000002
2019-05-07T03:11:30.996348Z,161.47460900000002
2019-05-07T03:11:31.172348Z,164.78784199999998
2019-05-07T03:11:31.373348Z,168.050232
2019-05-07T03:11:31.572348Z,169.156555
2019-05-07T03:11:31.774348Z,169.55365
2019-05-07T03:11:31.996348Z,171.693848
2019-05-07T03:11:32.175348Z,179.793579
2019-05-07T03:11:32.372348Z,195.15798999999998
2019-05-07T03:11:32.573348Z,209.24176
2019-05-07T03:11:32.776348Z,222.153717
2019-05-07T03:11:32.974348Z,229.74287400000003
2019-05-07T03:11:33.175348Z,232.96952799999997
2019-05-07T03:11:33.376348Z,235.565491
2019-05-07T03:11:33.575348Z,239.70426899999998
2019-05-07T03:11:33.775348Z,241.94872999999998
2019-05-07T03:11:33.974348Z,243.128784
2019-05-07T03:11:34.174348Z,242.528717
2019-05-07T03:11:34.374348Z,243.48162799999997
2019-05-07T03:11:34.575348Z,244.55993700000002
2019-05-07T03:11:34.776348Z,244.495682
2019-05-07T03:11:34.977348Z,245.232346
2019-05-07T03:11:35.178348Z,244.58824199999998
2019-05-07T03:11:35.377348Z,244.199341
2019-05-07T03:11:35.575348Z,243.58187900000001
2019-05-07T03:11:35.777348Z,243.66668700000002
2019-05-07T03:11:35.977348Z,244.99585
2019-05-07T03:11:36.176348Z,246.663712
2019-05-07T03:11:36.377348Z,246.870956
2019-05-07T03:11:36.577348Z,247.651337
2019-05-07T03:11:36.777348Z,245.86418199999997
2019-05-07T03:11:36.977348Z,245.46499599999999
2019-05-07T03:11:37.177348Z,246.06666600000003
2019-05-07T03:11:37.377348Z,246.571609
2019-05-07T03:11:37.578348Z,246.373871
2019-05-07T03:11:37.779348Z,245.370377
2019-05-07T03:11:37.977348Z,247.452225
2019-05-07T03:11:38.179348Z,244.90843199999998
2019-05-07T03:11:38.379348Z,239.407669
2019-05-07T03:11:38.579348Z,239.99386600000003
2019-05-07T03:11:38.779348Z,241.986755
2019-05-07T03:11:38.979348Z,242.357117
2019-05-07T03:11:39.180348Z,241.471771
2019-05-07T03:11:39.379348Z,241.64417999999998
2019-05-07T03:11:39.581348Z,251.350082
2019-05-07T03:11:39.782348Z,274.055054
2019-05-07T03:11:39.981348Z,296.426758
2019-05-07T03:11:40.181348Z,309.342773
2019-05-07T03:11:40.380348Z,315.539398
2019-05-07T03:11:40.581348Z,316.5289
2019-05-07T03:11:40.780348Z,316.847321
2019-05-07T03:11:41.040348Z,320.04541
2019-05-07T03:11:41.182348Z,323.039581
2019-05-07T03:11:41.392348Z,322.179047
2019-05-07T03:11:41.583348Z,318.10455299999995
2019-05-07T03:11:41.781348Z,315.30426
2019-05-07T03:11:41.988348Z,317.64709500000004
2019-05-07T03:11:42.182348Z,324.147766
2019-05-07T03:11:42.383348Z,332.22985800000004
2019-05-07T03:11:42.587348Z,341.199036
2019-05-07T03:11:42.783348Z,344.320068
2019-05-07T03:11:42.984348Z,346.73431400000004
2019-05-07T03:11:43.185348Z,347.993622
2019-05-07T03:11:43.383348Z,346.887512
2019-05-07T03:11:43.584348Z,342.93399
2019-05-07T03:11:43.787348Z,328.396332
2019-05-07T03:11:43.984348Z,311.272491
2019-05-07T03:11:44.184348Z,298.659363
2019-05-07T03:11:44.385348Z,296.197266
2019-05-07T03:11:44.590348Z,295.579468
2019-05-07T03:11:44.784348Z,295.833282
2019-05-07T03:11:44.984348Z,297.500824
2019-05-07T03:11:45.185348Z,303.801147
2019-05-07T03:11:45.384348Z,311.72558599999996
2019-05-07T03:11:45.584348Z,331.00195299999996
2019-05-07T03:11:45.786348Z,351.95211800000004
2019-05-07T03:11:45.985348Z,19.803375
2019-05-07T03:11:46.185348Z,36.055969
2019-05-07T03:11:46.386348Z,55.458466
2019-05-07T03:11:46.586348Z,77.889252
2019-05-07T03:11:46.788348Z,96.641693
2019-05-07T03:11:46.987348Z,118.15286299999998
2019-05-07T03:11:47.186348Z,137.393982
2019-05-07T03:11:47.388348Z,149.09750400000001
2019-05-07T03:11:47.588348Z,153.948914
2019-05-07T03:11:47.803348Z,157.159119
2019-05-07T03:11:47.987348Z,164.63867199999999
2019-05-07T03:11:48.188348Z,175.46594199999998
2019-05-07T03:11:48.387348Z,181.07338000000001
2019-05-07T03:11:48.588348Z,183.85703999999998
2019-05-07T03:11:48.826348Z,187.109253
2019-05-07T03:11:48.989348Z,187.90419
2019-05-07T03:11:49.188348Z,189.91731299999998
2019-05-07T03:11:49.388348Z,191.200638
2019-05-07T03:11:49.632348Z,190.53938300000002
2019-05-07T03:11:49.792348Z,188.373779
2019-05-07T03:11:49.989348Z,184.1194
2019-05-07T03:11:50.189348Z,180.980042
2019-05-07T03:11:50.390348Z,184.92477399999999
2019-05-07T03:11:50.595348Z,184.743866
2019-05-07T03:11:50.792348Z,183.833603
2019-05-07T03:11:50.990348Z,182.209793
2019-05-07T03:11:51.190348Z,179.073792
2019-05-07T03:11:51.392348Z,180.096069
2019-05-07T03:11:51.599348Z,181.014236
2019-05-07T03:11:51.791348Z,177.33673100000001
2019-05-07T03:11:51.992348Z,164.99316399999998
2019-05-07T03:11:52.207348Z,143.561798
2019-05-07T03:11:52.392348Z,123.153015
2019-05-07T03:11:52.592348Z,113.66336100000001
2019-05-07T03:11:52.792348Z,108.98074299999999
2019-05-07T03:11:53.006348Z,103.215179
2019-05-07T03:11:53.195348Z,97.615967
2019-05-07T03:11:53.393348Z,91.77471899999999
2019-05-07T03:11:53.593348Z,88.737488
2019-05-07T03:11:53.794348Z,86.248871
2019-05-07T03:11:53.995348Z,86.214874
2019-05-07T03:11:54.197348Z,84.905396
2019-05-07T03:11:54.395348Z,79.771301
2019-05-07T03:11:54.598348Z,70.579132
2019-05-07T03:11:54.794348Z,60.827026000000004
2019-05-07T03:11:54.996348Z,53.741271999999995
2019-05-07T03:11:55.196348Z,53.052643
2019-05-07T03:11:55.441348Z,50.865784000000005
2019-05-07T03:11:55.594348Z,51.296265000000005
2019-05-07T03:11:55.795348Z,52.730895999999994
2019-05-07T03:11:55.995348Z,55.577698
2019-05-07T03:11:56.194348Z,61.23349
2019-05-07T03:11:56.396348Z,68.993835
2019-05-07T03:11:56.596348Z,76.93539399999999
2019-05-07T03:11:56.796348Z,81.134857
2019-05-07T03:11:56.996348Z,82.05160500000001
2019-05-07T03:11:57.196348Z,82.77298
2019-05-07T03:11:57.396348Z,81.349915
2019-05-07T03:11:57.596348Z,80.312256
2019-05-07T03:11:57.796348Z,80.285645
2019-05-07T03:11:57.999348Z,82.427704
2019-05-07T03:11:58.199348Z,81.02822900000001
2019-05-07T03:11:58.442348Z,76.16082800000001
2019-05-07T03:11:58.598348Z,73.176117
2019-05-07T03:11:58.798348Z,69.444611
2019-05-07T03:11:58.999348Z,66.07202099999999
2019-05-07T03:11:59.200348Z,64.204865
2019-05-07T03:11:59.401348Z,58.539336999999996
2019-05-07T03:11:59.601348Z,44.340607
2019-05-07T03:11:59.798348Z,22.199768
2019-05-07T03:11:59.998348Z,357.17199700000003
2019-05-07T03:12:00.198348Z,340.130829
2019-05-07T03:12:00.400348Z,326.701294
2019-05-07T03:12:00.600348Z,316.042755
2019-05-07T03:12:00.800348Z,307.399139
2019-05-07T03:12:01.056348Z,299.434204
2019-05-07T03:12:01.202348Z,291.857178
2019-05-07T03:12:01.417348Z,287.189728
2019-05-07T03:12:01.600348Z,284.994049
2019-05-07T03:12:01.801348Z,283.92294300000003
2019-05-07T03:12:02.000348Z,283.404083
2019-05-07T03:12:02.203348Z,279.28161600000004
2019-05-07T03:12:02.400348Z,276.220032
2019-05-07T03:12:02.601348Z,274.129852
2019-05-07T03:12:02.801348Z,278.307739
2019-05-07T03:12:03.001348Z,279.16488599999997
2019-05-07T03:12:03.201348Z,281.552643
2019-05-07T03:12:03.403348Z,279.935516
2019-05-07T03:12:03.642348Z,279.489716
2019-05-07T03:12:03.803348Z,279.221588
2019-05-07T03:12:04.003348Z,283.625946
2019-05-07T03:12:04.205348Z,284.955811
2019-05-07T03:12:04.403348Z,286.168762
2019-05-07T03:12:04.605348Z,282.731293
2019-05-07T03:12:04.803348Z,281.382629
2019-05-07T03:12:05.003348Z,279.119415
2019-05-07T03:12:05.215348Z,279.66693100000003
2019-05-07T03:12:05.406348Z,282.827271
2019-05-07T03:12:05.604348Z,284.247253
2019-05-07T03:12:05.806348Z,289.064972
2019-05-07T03:12:06.058348Z,298.198059
2019-05-07T03:12:06.204348Z,314.882538
2019-05-07T03:12:06.431348Z,347.160553
2019-05-07T03:12:06.607348Z,14.0802
2019-05-07T03:12:06.806348Z,35.88327
2019-05-07T03:12:07.009348Z,54.900452
2019-05-07T03:12:07.205348Z,73.874756
2019-05-07T03:12:07.408348Z,88.087891
2019-05-07T03:12:07.607348Z,108.25131200000001
2019-05-07T03:12:07.807348Z,126.24850500000001
2019-05-07T03:12:08.008348Z,138.420105
2019-05-07T03:12:08.211348Z,148.30835
2019-05-07T03:12:08.420348Z,159.109802
2019-05-07T03:12:08.608348Z,173.27533
2019-05-07T03:12:08.808348Z,191.77426100000002
2019-05-07T03:12:09.008348Z,216.192413
2019-05-07T03:12:09.207348Z,232.101593
2019-05-07T03:12:09.408348Z,237.771591
2019-05-07T03:12:09.607348Z,240.822266
2019-05-07T03:12:09.808348Z,244.41549700000002
2019-05-07T03:12:10.029348Z,246.585938
2019-05-07T03:12:10.208348Z,248.30741899999998
2019-05-07T03:12:10.409348Z,250.585419
2019-05-07T03:12:10.609348Z,251.144165
2019-05-07T03:12:10.820348Z,240.491165
2019-05-07T03:12:11.009348Z,221.51825
2019-05-07T03:12:11.209348Z,200.08093300000002
2019-05-07T03:12:11.410348Z,186.84793100000002
2019-05-07T03:12:11.610348Z,178.285583
2019-05-07T03:12:11.811348Z,168.620911
2019-05-07T03:12:12.010348Z,158.13995400000002
2019-05-07T03:12:12.210348Z,148.46636999999998
2019-05-07T03:12:12.411348Z,135.762024
2019-05-07T03:12:12.611348Z,119.895721
2019-05-07T03:12:12.813348Z,109.949524
2019-05-07T03:12:13.011348Z,102.14877299999999
2019-05-07T03:12:13.212348Z,97.488312
2019-05-07T03:12:13.463348Z,90.726318
2019-05-07T03:12:13.613348Z,87.415192
2019-05-07T03:12:13.826348Z,86.576111
2019-05-07T03:12:14.014348Z,83.983337
2019-05-07T03:12:14.216348Z,82.641357
