Datetime,beaconid,realx,realy,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-31T17:24:27.500000Z,6,0.8260000000000001,3.52575,-79.0,-83.0,-86.0,-87.0,-82.0,-81.0,-78.0,-94.0
2018-10-31T17:24:28.000000Z,6,1.1110000000000002,3.5255,-81.0,-83.0,-74.0,-87.0,-82.0,-54.0,-78.0,-79.0
2018-10-31T17:24:28.500000Z,6,1.3960000000000001,3.5252499999999998,-81.0,-83.0,-74.0,-74.0,-67.0,-54.0,-78.0,-84.0
2018-10-31T17:24:29.000000Z,6,1.6953333333333334,3.319,-81.0,-83.0,-74.0,-79.0,-74.0,-54.0,-78.0,-84.0
2018-10-31T17:24:29.500000Z,6,1.7096666666666667,3.113,-81.0,-83.0,-89.0,-79.0,-68.0,-54.0,-74.0,-77.0
2018-10-31T17:24:30.000000Z,6,1.724,2.907,-81.0,-86.0,-65.0,-82.0,-77.0,-47.0,-67.0,-94.0
2018-10-31T17:24:30.500000Z,6,1.7383333333333333,2.701,-96.0,-86.0,-84.0,-85.0,-66.0,-54.0,-86.0,-85.0
2018-10-31T17:24:31.500000Z,6,1.7670000000000001,2.2889999999999997,-96.0,-81.0,-84.0,-95.0,-74.0,-54.0,-73.0,-85.0
2018-10-31T17:24:32.000000Z,6,1.7813333333333334,2.083,-96.0,-85.0,-84.0,-95.0,-74.0,-54.0,-73.0,-85.0
2018-10-31T17:24:32.500000Z,6,1.7956666666666667,1.877,-96.0,-85.0,-83.0,-84.0,-74.0,-61.0,-73.0,-90.0
2018-10-31T17:24:33.000000Z,6,2.0288333333333335,1.7936666666666667,-76.0,-84.0,-82.0,-85.0,-67.0,-61.0,-82.0,-71.0
2018-10-31T17:24:34.000000Z,6,2.4665,2.039,-92.0,-77.0,-89.0,-84.0,-91.0,-67.0,-82.0,-75.0
2018-10-31T17:24:34.500000Z,6,2.6853333333333333,2.1616666666666666,-77.0,-77.0,-89.0,-82.0,-74.0,-75.0,-82.0,-77.0
2018-10-31T17:24:35.500000Z,6,3.1012,2.6384,-77.0,-81.5,-64.5,-81.0,-74.0,-69.0,-82.0,-77.0
2018-10-31T17:24:36.000000Z,6,3.0794,2.8698,-84.0,-79.0,-59.0,-81.0,-97.0,-62.0,-67.0,-71.0
2018-10-31T17:24:36.500000Z,6,3.0576,3.1012,-84.0,-85.0,-76.0,-81.0,-80.0,-82.0,-66.0,-71.0
2018-10-31T17:24:37.000000Z,6,3.0358,3.3326000000000002,-84.0,-85.0,-66.0,-80.0,-92.0,-60.0,-68.0,-75.0
2018-10-31T17:24:37.500000Z,6,3.0845,3.885,-84.0,-85.0,-62.0,-80.0,-69.0,-61.0,-67.0,-75.0
2018-10-31T17:24:38.000000Z,6,3.155,4.2059999999999995,-84.0,-85.0,-74.0,-80.0,-69.0,-73.0,-67.0,-75.0
2018-10-31T17:24:38.500000Z,6,3.2255,4.527,-77.0,-78.0,-74.0,-80.0,-74.0,-73.0,-67.0,-75.0
2018-10-31T17:24:39.000000Z,6,3.544833333333333,4.852,-77.0,-78.0,-66.0,-80.0,-74.0,-67.0,-92.0,-75.0
2018-10-31T17:24:39.500000Z,6,3.7936666666666663,4.856,-77.0,-81.0,-66.0,-93.0,-74.0,-67.0,-92.0,-75.0
2018-10-31T17:24:40.000000Z,6,4.0424999999999995,4.859999999999999,-82.0,-86.5,-87.0,-93.0,-63.0,-67.0,-70.0,-69.0
2018-10-31T17:24:40.500000Z,6,4.291333333333333,4.864,-82.0,-86.5,-87.0,-93.0,-76.0,-67.0,-87.0,-69.0
2018-10-31T17:24:41.500000Z,6,4.716666666666667,4.427,-82.0,-74.0,-85.0,-93.0,-64.0,-72.0,-85.0,-69.0
2018-10-31T17:24:42.000000Z,6,4.644333333333333,3.9819999999999998,-82.0,-74.0,-85.0,-93.0,-64.0,-72.0,-85.0,-69.0
2018-10-31T17:24:42.500000Z,6,4.807666666666667,3.5465,-84.0,-84.0,-77.0,-93.0,-79.0,-72.0,-85.0,-69.0
2018-10-31T17:24:43.000000Z,6,5.043333333333333,3.556,-84.0,-84.0,-77.0,-93.0,-89.0,-74.0,-85.0,-69.0
2018-10-31T17:24:43.500000Z,6,5.279,3.5655,-82.0,-84.0,-68.0,-83.0,-62.0,-71.0,-66.0,-69.0
2018-10-31T17:24:44.000000Z,6,5.514666666666667,3.5749999999999997,-82.0,-84.0,-68.0,-73.0,-62.0,-92.0,-73.0,-69.0
2018-10-31T17:24:44.500000Z,6,5.750333333333333,3.5845,-82.0,-84.0,-68.0,-69.0,-62.0,-92.0,-73.0,-69.0
2018-10-31T17:24:45.000000Z,6,5.986,3.594,-74.0,-75.0,-82.0,-82.0,-62.0,-71.5,-63.0,-78.0
2018-10-31T17:24:45.500000Z,6,5.986,3.594,-74.0,-83.0,-72.0,-82.0,-81.0,-71.5,-79.0,-90.0
2018-10-31T17:24:46.000000Z,6,5.986,3.594,-74.0,-83.0,-75.5,-82.0,-63.0,-71.5,-79.0,-90.0
2018-10-31T17:24:46.500000Z,6,5.966666666666667,3.228666666666667,-74.0,-87.0,-75.0,-82.0,-72.0,-71.0,-77.0,-90.0
2018-10-31T17:24:47.000000Z,6,5.947333333333333,2.8633333333333333,-74.0,-87.0,-75.0,-82.0,-72.0,-71.0,-77.0,-90.0
2018-10-31T17:24:47.500000Z,6,5.945,2.333666666666667,-80.0,-93.0,-90.0,-82.0,-72.0,-71.0,-73.0,-90.0
2018-10-31T17:24:48.000000Z,6,5.962,2.1693333333333333,-80.0,-93.0,-76.0,-80.0,-85.0,-80.0,-60.0,-77.0
