Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-02T20:09:19.500000Z,1,4.095,8.709285714285715,-79.0,-91.0,-80.5,-53.333333333333336,-84.5,-75.0,-77.0,-55.0,-80.0
2018-10-02T20:09:20.000000Z,1,3.914,8.891142857142857,-79.0,-91.0,-80.5,-59.5,-79.5,-75.0,-77.0,-61.5,-80.0
2018-10-02T20:09:20.500000Z,1,3.979,9.339500000000001,-79.0,-91.0,-80.5,-71.75,-84.0,-88.0,-62.5,-61.5,-73.0
2018-10-02T20:09:21.000000Z,1,4.225,9.606,-79.0,-86.0,-80.5,-72.5,-82.0,-78.0,-80.33333333333333,-69.66666666666667,-78.0
2018-10-02T20:09:21.500000Z,1,4.471,9.8725,-77.0,-90.0,-80.5,-66.5,-82.0,-78.0,-70.0,-66.0,-74.0
2018-10-02T20:09:22.000000Z,1,4.717,10.139000000000001,-91.0,-83.0,-78.0,-68.5,-82.0,-78.0,-73.0,-61.0,-72.0
2018-10-02T20:09:22.500000Z,1,4.962999999999999,10.4055,-91.0,-83.0,-78.0,-79.33333333333333,-82.0,-82.5,-73.0,-71.5,-77.0
2018-10-02T20:09:23.000000Z,1,5.398714285714285,10.722428571428573,-73.0,-70.0,-79.0,-69.75,-93.0,-80.0,-75.5,-73.0,-79.33333333333333
2018-10-02T20:09:23.500000Z,1,5.5884285714285715,10.772857142857143,-73.0,-95.0,-94.0,-65.5,-90.0,-89.0,-67.0,-60.0,-86.0
2018-10-02T20:09:24.000000Z,1,5.778142857142857,10.823285714285715,-75.0,-85.33333333333333,-85.0,-74.0,-80.0,-77.66666666666667,-70.0,-65.33333333333333,-71.0
2018-10-02T20:09:24.500000Z,1,5.9678571428571425,10.873714285714286,-76.0,-79.0,-90.0,-66.25,-80.0,-75.66666666666667,-60.0,-75.0,-73.5
2018-10-02T20:09:25.000000Z,1,6.157571428571428,10.924142857142858,-82.5,-92.0,-92.0,-63.0,-81.0,-76.5,-69.5,-73.0,-84.0
2018-10-02T20:09:25.500000Z,1,6.347285714285714,10.974571428571428,-92.0,-96.0,-89.0,-65.0,-78.0,-70.0,-80.0,-76.66666666666667,-76.0
2018-10-02T20:09:26.000000Z,1,6.542,10.755,-92.0,-96.0,-89.0,-65.0,-78.0,-77.33333333333333,-65.5,-77.66666666666667,-76.0
2018-10-02T20:09:26.500000Z,1,6.547,10.485000000000001,-92.0,-88.0,-87.0,-70.0,-85.0,-85.0,-77.0,-70.0,-70.0
2018-10-02T20:09:27.000000Z,1,6.5520000000000005,10.215,-92.0,-86.0,-87.0,-65.66666666666667,-78.0,-79.0,-78.5,-70.0,-69.0
2018-10-02T20:09:27.500000Z,1,6.557,9.945,-83.0,-76.5,-86.0,-82.5,-96.0,-74.5,-73.0,-56.666666666666664,-77.66666666666667
2018-10-02T20:09:28.000000Z,1,7.0127500000000005,9.694500000000001,-90.0,-90.0,-82.0,-75.0,-96.0,-75.5,-78.0,-54.75,-80.0
2018-10-02T20:09:28.500000Z,1,7.4635,9.714,-81.0,-77.0,-78.0,-82.25,-92.5,-66.0,-85.5,-51.666666666666664,-71.75
2018-10-02T20:09:29.000000Z,1,7.91425,9.7335,-74.33333333333333,-76.0,-77.5,-70.0,-77.0,-80.5,-74.0,-58.5,-76.0
2018-10-02T20:09:29.500000Z,1,8.359666666666667,9.52,-78.0,-75.5,-82.33333333333333,-75.66666666666667,-81.66666666666667,-68.0,-78.0,-70.0,-68.33333333333333
2018-10-02T20:09:30.000000Z,1,8.354333333333333,9.287,-83.0,-76.0,-79.0,-79.0,-93.0,-87.0,-70.0,-66.33333333333333,-67.0
2018-10-02T20:09:30.500000Z,1,8.349,9.054,-82.75,-77.0,-79.0,-74.0,-95.0,-74.5,-70.0,-66.33333333333333,-68.0
2018-10-02T20:09:31.000000Z,1,8.343666666666667,8.821,-74.0,-77.0,-79.0,-71.5,-95.0,-69.5,-74.5,-70.25,-79.33333333333333
2018-10-02T20:09:31.500000Z,1,8.338333333333333,8.588000000000001,-74.0,-91.0,-79.0,-79.0,-95.0,-72.5,-93.0,-76.0,-73.0
2018-10-02T20:09:32.000000Z,1,8.333,8.355,-74.0,-83.0,-79.0,-79.0,-95.0,-73.0,-93.0,-76.0,-73.0
