Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_10,edge_11,edge_12,edge_13
2018-10-22T23:24:10.500000Z,6,0.541,3.526,-90.0,-89.0,-87.0,-75.0,-84.0,-60.0,-84.0,-75.0
2018-10-22T23:24:11.000000Z,6,0.5407500000000001,3.9385,-88.0,-86.0,-87.0,-61.0,-87.0,-69.0,-90.0,-98.0
2018-10-22T23:24:11.500000Z,6,0.5405,4.351,-88.0,-91.0,-86.0,-67.0,-87.0,-68.0,-64.0,-94.0
2018-10-22T23:24:12.000000Z,6,0.54025,4.7635000000000005,-82.0,-91.0,-88.0,-70.0,-87.0,-71.0,-71.0,-91.0
2018-10-22T23:24:12.500000Z,6,0.5508000000000001,5.5142,-82.0,-91.0,-88.0,-58.0,-81.0,-72.0,-69.0,-84.0
2018-10-22T23:24:13.000000Z,6,0.5616,5.8524,-82.0,-91.0,-88.0,-58.0,-73.0,-84.0,-85.0,-88.0
2018-10-22T23:24:13.500000Z,6,0.5724,6.1906,-87.0,-83.0,-88.0,-58.0,-73.0,-84.0,-69.0,-88.0
2018-10-22T23:24:14.000000Z,6,0.5831999999999999,6.5288,-87.0,-83.0,-88.0,-65.0,-85.0,-78.0,-64.0,-79.0
2018-10-22T23:24:14.500000Z,6,0.5988333333333333,7.194833333333333,-87.0,-96.0,-88.0,-65.0,-79.0,-76.0,-80.0,-79.0
2018-10-22T23:24:15.000000Z,6,0.6036666666666667,7.522666666666667,-85.0,-87.0,-88.0,-65.0,-72.0,-73.0,-89.0,-79.0
2018-10-22T23:24:15.500000Z,6,0.6085,7.8505,-85.0,-86.0,-88.0,-51.0,-72.0,-77.0,-64.0,-96.0
2018-10-22T23:24:16.500000Z,6,0.6181666666666666,8.506166666666665,-85.0,-86.0,-88.0,-63.0,-80.0,-77.0,-79.0,-77.0
2018-10-22T23:24:17.000000Z,6,0.73575,9.29525,-85.0,-86.0,-88.0,-54.0,-81.0,-86.0,-69.0,-77.0
2018-10-22T23:24:17.500000Z,6,0.8485,9.756499999999999,-85.0,-86.0,-86.0,-54.0,-81.0,-70.0,-69.0,-77.0
2018-10-22T23:24:18.000000Z,6,0.96125,10.21775,-85.0,-99.0,-92.0,-54.0,-86.0,-70.0,-67.0,-77.0
2018-10-22T23:24:18.500000Z,6,1.3424,10.6852,-85.0,-80.0,-92.0,-80.0,-86.0,-70.0,-76.0,-77.0
2018-10-22T23:24:19.000000Z,6,1.6108,10.6914,-85.0,-95.0,-92.0,-80.0,-86.0,-72.0,-88.0,-77.0
2018-10-22T23:24:19.500000Z,6,1.8792,10.697600000000001,-85.0,-95.0,-84.0,-80.0,-74.0,-86.0,-88.0,-81.0
2018-10-22T23:24:20.000000Z,6,2.1475999999999997,10.703800000000001,-85.0,-93.0,-84.0,-78.0,-86.0,-77.0,-68.0,-89.0
2018-10-22T23:24:20.500000Z,6,2.418,10.289000000000001,-98.0,-93.0,-86.0,-55.0,-65.0,-88.0,-80.0,-89.0
2018-10-22T23:24:21.000000Z,6,2.42,9.868,-94.0,-93.0,-79.0,-55.0,-65.0,-67.0,-77.0,-72.0
2018-10-22T23:24:21.500000Z,6,2.4219999999999997,9.447,-94.0,-100.0,-90.0,-61.0,-76.0,-93.0,-81.0,-72.0
2018-10-22T23:24:22.000000Z,6,2.4076,8.7682,-94.0,-100.0,-90.0,-59.0,-74.0,-66.0,-62.0,-72.0
2018-10-22T23:24:22.500000Z,6,2.3912,8.5104,-83.0,-84.0,-90.0,-74.0,-90.0,-55.0,-62.0,-99.0
2018-10-22T23:24:23.000000Z,6,2.3748,8.2526,-93.0,-84.0,-90.0,-74.0,-79.0,-60.0,-72.0,-99.0
2018-10-22T23:24:23.500000Z,6,2.3584,7.9948,-93.0,-87.0,-90.0,-74.0,-79.0,-73.0,-72.0,-80.0
2018-10-22T23:24:24.000000Z,6,2.6957500000000003,7.7355,-89.0,-99.0,-86.0,-74.0,-82.5,-70.0,-67.0,-91.0
2018-10-22T23:24:24.500000Z,6,3.0495,7.734,-82.0,-97.0,-86.0,-74.0,-82.5,-70.0,-67.0,-81.5
2018-10-22T23:24:25.000000Z,6,3.40325,7.7325,-82.0,-97.0,-86.0,-59.0,-82.5,-73.0,-67.0,-81.5
2018-10-22T23:24:25.500000Z,6,3.7510000000000003,8.0665,-87.0,-97.0,-86.0,-72.0,-80.0,-81.0,-75.0,-78.0
2018-10-22T23:24:26.000000Z,6,3.745,8.402000000000001,-87.0,-97.0,-86.0,-57.0,-80.0,-81.0,-75.0,-78.0
2018-10-22T23:24:26.500000Z,6,3.739,8.7375,-97.0,-97.0,-86.0,-57.0,-80.0,-72.0,-86.0,-78.0
2018-10-22T23:24:27.000000Z,6,3.7542,9.3874,-94.0,-97.0,-86.0,-57.0,-78.0,-79.0,-86.0,-79.0
2018-10-22T23:24:27.500000Z,6,3.7754,9.7018,-80.0,-97.0,-86.0,-57.0,-89.0,-69.0,-78.0,-79.0
2018-10-22T23:24:28.000000Z,6,3.7966,10.0162,-80.0,-97.0,-86.0,-59.0,-89.0,-65.0,-73.0,-79.0
2018-10-22T23:24:28.500000Z,6,3.8178,10.3306,-80.0,-97.0,-86.0,-77.0,-89.0,-81.0,-79.0,-96.0
2018-10-22T23:24:29.000000Z,6,4.067333333333333,10.6495,-80.0,-92.0,-86.0,-77.0,-89.0,-75.0,-79.0,-96.0
2018-10-22T23:24:29.500000Z,6,4.2956666666666665,10.654,-80.0,-92.0,-86.0,-68.0,-80.5,-75.0,-57.0,-75.0
