Datetime,beaconid,edgenodeid,rssi,realx,realy
2018-10-23T17:32:50.500000Z,9,1,-86.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,13,-80.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,2,-85.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,8,-84.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,11,-80.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,10,-84.5,15.113,3.5
2018-10-23T17:32:50.500000Z,9,9,-78.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,12,-81.0,15.113,3.5
2018-10-23T17:32:50.500000Z,9,3,-87.0,15.113,3.5
2018-10-23T17:32:51.000000Z,9,13,-80.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,2,-85.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,8,-84.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,11,-80.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,10,-84.5,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,12,-81.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,3,-87.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,9,-86.25,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.000000Z,9,1,-86.0,15.374428714285715,3.266857142857143
2018-10-23T17:32:51.500000Z,9,8,-84.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,9,-80.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,3,-87.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,2,-84.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,10,-84.5,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,13,-79.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,12,-81.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,1,-76.66666666666667,15.635857428571429,3.033714285714286
2018-10-23T17:32:51.500000Z,9,11,-80.0,15.635857428571429,3.033714285714286
2018-10-23T17:32:52.000000Z,9,9,-77.33333333333333,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,2,-84.0,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,1,-72.5,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,13,-74.33333333333333,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,8,-84.0,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,11,-80.0,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,12,-81.0,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,10,-80.0,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.000000Z,9,3,-91.0,15.897286142857144,2.8005714285714287
2018-10-23T17:32:52.500000Z,9,9,-69.0,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,11,-80.0,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,12,-72.5,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,13,-73.0,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,10,-71.0,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,1,-72.5,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,8,-84.0,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,2,-80.5,16.158714857142858,2.5674285714285716
2018-10-23T17:32:52.500000Z,9,3,-81.5,16.158714857142858,2.5674285714285716
2018-10-23T17:32:53.000000Z,9,10,-83.5,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,9,-92.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,1,-77.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,11,-80.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,2,-85.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,8,-87.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,12,-85.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,13,-88.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.000000Z,9,3,-72.0,16.42014357142857,2.3342857142857145
2018-10-23T17:32:53.500000Z,9,11,-80.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,9,-80.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,8,-87.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,3,-72.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,2,-75.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,12,-85.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,1,-76.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,10,-77.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:53.500000Z,9,13,-88.0,16.68157228571429,2.1011428571428574
2018-10-23T17:32:54.000000Z,9,1,-74.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,8,-87.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,13,-79.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,2,-74.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,3,-81.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,10,-77.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,12,-85.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,9,-55.0,17.2600008,1.877
2018-10-23T17:32:54.000000Z,9,11,-80.0,17.2600008,1.877
2018-10-23T17:32:54.500000Z,9,10,-77.0,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,3,-85.5,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,1,-75.0,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,12,-84.5,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,9,-70.0,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,13,-79.0,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,2,-74.0,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,11,-80.0,17.5770006,1.8860000000000001
2018-10-23T17:32:54.500000Z,9,8,-89.0,17.5770006,1.8860000000000001
2018-10-23T17:32:55.000000Z,9,2,-77.0,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,12,-84.5,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,8,-89.0,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,13,-84.0,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,3,-85.5,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,1,-88.0,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,10,-79.0,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,9,-69.66666666666667,17.8940004,1.895
2018-10-23T17:32:55.000000Z,9,11,-80.0,17.8940004,1.895
2018-10-23T17:32:55.500000Z,9,13,-83.33333333333333,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,3,-73.75,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,12,-84.5,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,2,-71.66666666666667,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,1,-78.66666666666667,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,10,-80.0,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,9,-74.0,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,8,-89.0,18.2110002,1.9040000000000001
2018-10-23T17:32:55.500000Z,9,11,-80.0,18.2110002,1.9040000000000001
2018-10-23T17:32:56.000000Z,9,11,-80.0,18.623166833333332,2.1496666666666666
2018-10-23T17:32:56.000000Z,9,1,-77.33333333333333,18.623166833333332,2.1496666666666666
2018-10-23T17:32:56.000000Z,9,3,-80.0,18.623166833333332,2.1496666666666666
2018-10-23T17:32:56.000000Z,9,9,-73.33333333333333,18.623166833333332,2.1496666666666666
