Datetime,azimuth
2018-09-24T19:04:49.010142Z,225.63597099999998
2018-09-24T19:04:49.252142Z,227.643478
2018-09-24T19:04:49.452142Z,225.507233
2018-09-24T19:04:49.655142Z,219.67353799999998
2018-09-24T19:04:49.852142Z,217.41294900000003
2018-09-24T19:04:50.052142Z,214.685715
2018-09-24T19:04:50.265142Z,209.590363
2018-09-24T19:04:50.446142Z,201.949524
2018-09-24T19:04:50.658142Z,188.883804
2018-09-24T19:04:50.853142Z,171.816223
2018-09-24T19:04:51.053142Z,156.63696299999998
2018-09-24T19:04:51.210142Z,146.675659
2018-09-24T19:04:51.435142Z,143.83196999999998
2018-09-24T19:04:51.627142Z,145.036591
2018-09-24T19:04:51.827142Z,146.329407
2018-09-24T19:04:52.027142Z,146.137878
2018-09-24T19:04:52.227142Z,144.792542
2018-09-24T19:04:52.427142Z,142.67163100000002
2018-09-24T19:04:52.684142Z,142.20236200000002
2018-09-24T19:04:52.826142Z,143.32257099999998
2018-09-24T19:04:53.027142Z,146.227234
2018-09-24T19:04:53.225142Z,150.163391
2018-09-24T19:04:53.427142Z,152.039246
2018-09-24T19:04:53.619142Z,151.712067
2018-09-24T19:04:53.820142Z,150.414398
2018-09-24T19:04:54.022142Z,150.218292
2018-09-24T19:04:54.229142Z,151.620239
2018-09-24T19:04:54.472142Z,154.637695
2018-09-24T19:04:54.627142Z,157.25824
2018-09-24T19:04:54.821142Z,157.467957
2018-09-24T19:04:55.007142Z,156.236511
2018-09-24T19:04:55.219142Z,157.739075
2018-09-24T19:04:55.428142Z,159.363342
2018-09-24T19:04:55.629142Z,162.919556
2018-09-24T19:04:55.829142Z,163.751587
2018-09-24T19:04:56.027142Z,165.156799
2018-09-24T19:04:56.220142Z,164.073975
2018-09-24T19:04:56.428142Z,162.413635
2018-09-24T19:04:56.622142Z,163.33325200000002
2018-09-24T19:04:56.821142Z,163.667175
2018-09-24T19:04:57.010142Z,166.18335
2018-09-24T19:04:57.228142Z,165.974487
2018-09-24T19:04:57.430142Z,168.269958
2018-09-24T19:04:57.666142Z,169.36236599999998
2018-09-24T19:04:57.827142Z,167.63378899999998
2018-09-24T19:04:58.023142Z,165.559204
2018-09-24T19:04:58.223142Z,164.044678
2018-09-24T19:04:58.432142Z,163.187622
2018-09-24T19:04:58.621142Z,163.914612
2018-09-24T19:04:58.819142Z,164.749084
2018-09-24T19:04:59.044142Z,161.853577
2018-09-24T19:04:59.221142Z,155.873352
2018-09-24T19:04:59.430142Z,151.132446
2018-09-24T19:04:59.623142Z,147.358002
2018-09-24T19:04:59.827142Z,141.708923
2018-09-24T19:05:00.028142Z,136.238068
2018-09-24T19:05:00.230142Z,125.21160900000001
2018-09-24T19:05:00.431142Z,115.51760900000001
2018-09-24T19:05:00.630142Z,109.80026200000002
2018-09-24T19:05:00.860142Z,108.23150600000001
2018-09-24T19:05:01.037142Z,108.88433799999999
2018-09-24T19:05:01.213142Z,112.819275
2018-09-24T19:05:01.435142Z,121.82226599999998
2018-09-24T19:05:01.613142Z,127.267944
2018-09-24T19:05:01.817142Z,132.213226
2018-09-24T19:05:02.035142Z,136.344971
2018-09-24T19:05:02.233142Z,139.71173100000001
2018-09-24T19:05:02.438142Z,138.166443
2018-09-24T19:05:02.634142Z,131.708954
2018-09-24T19:05:02.832142Z,125.13211100000001
2018-09-24T19:05:03.033142Z,123.720703
2018-09-24T19:05:03.231142Z,121.645569
2018-09-24T19:05:03.433142Z,120.642242
2018-09-24T19:05:03.615142Z,122.94046000000002
2018-09-24T19:05:03.814142Z,125.088043
2018-09-24T19:05:04.027142Z,119.92593400000001
2018-09-24T19:05:04.230142Z,115.41680900000001
2018-09-24T19:05:04.425142Z,109.18298300000001
2018-09-24T19:05:04.631142Z,105.81173700000001
2018-09-24T19:05:04.829142Z,104.784515
2018-09-24T19:05:05.034142Z,106.20324699999999
2018-09-24T19:05:05.235142Z,105.328949
2018-09-24T19:05:05.432142Z,104.469971
2018-09-24T19:05:05.632142Z,109.353699
