Datetime,beaconid,realx,realy,edge_1,edge_2,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-09-27T21:12:08.000000Z,9,20.39766766666667,3.8994999999999997,-65.8,-60.5,-75.0,-65.66666666666667,-78.0,-79.0,-85.0,-78.0
2018-09-27T21:12:08.500000Z,9,20.387334333333335,4.173,-65.8,-75.33333333333333,-78.0,-63.75,-81.66666666666667,-79.5,-80.0,-87.5
2018-09-27T21:12:09.000000Z,9,20.377001,4.4465,-70.0,-65.5,-74.0,-66.0,-73.66666666666667,-89.0,-77.5,-79.5
2018-09-27T21:12:09.500000Z,9,20.366667666666668,4.720000000000001,-69.5,-55.333333333333336,-90.0,-70.66666666666667,-83.0,-80.0,-85.5,-75.25
2018-09-27T21:12:10.000000Z,9,20.356334333333336,4.9935,-58.0,-64.0,-80.0,-82.75,-77.0,-80.0,-74.0,-80.0
2018-09-27T21:12:10.500000Z,9,20.394000846153848,5.618384615384616,-57.0,-58.0,-83.0,-73.0,-79.5,-82.0,-81.0,-81.33333333333333
2018-09-27T21:12:11.000000Z,9,20.442000692307694,5.969769230769231,-66.0,-68.0,-80.5,-78.5,-79.5,-82.0,-81.0,-84.0
2018-09-27T21:12:11.500000Z,9,20.49000053846154,6.321153846153846,-64.0,-59.0,-80.5,-72.0,-79.5,-82.0,-81.0,-82.66666666666667
2018-09-27T21:12:12.000000Z,9,20.538000384615383,6.672538461538462,-63.0,-62.75,-77.0,-72.5,-85.0,-78.0,-80.0,-80.0
2018-09-27T21:12:12.500000Z,9,20.58600023076923,7.023923076923078,-65.0,-60.25,-77.0,-68.0,-75.5,-87.0,-96.0,-69.0
2018-09-27T21:12:13.000000Z,9,20.634000076923076,7.375307692307693,-65.0,-61.5,-84.0,-68.0,-94.0,-82.0,-85.0,-79.5
2018-09-27T21:12:13.500000Z,9,20.681999923076923,7.726692307692308,-67.33333333333333,-63.75,-74.0,-71.5,-94.0,-79.0,-85.0,-75.66666666666667
2018-09-27T21:12:14.000000Z,9,20.72999976923077,8.078076923076924,-63.666666666666664,-66.66666666666667,-76.0,-68.33333333333333,-77.4,-89.0,-83.0,-84.5
2018-09-27T21:12:14.500000Z,9,20.777999615384616,8.429461538461538,-74.0,-57.0,-76.0,-69.66666666666667,-77.4,-99.0,-83.0,-72.5
2018-09-27T21:12:15.000000Z,9,20.82599946153846,8.780846153846154,-62.25,-63.0,-84.5,-76.0,-70.0,-99.0,-85.0,-80.33333333333333
2018-09-27T21:12:15.500000Z,9,20.873999307692305,9.13223076923077,-61.0,-64.0,-75.66666666666667,-76.0,-76.0,-99.0,-87.0,-81.33333333333333
2018-09-27T21:12:16.000000Z,9,20.92199915384615,9.483615384615385,-66.0,-66.5,-79.0,-72.0,-81.0,-82.0,-79.5,-79.66666666666667
2018-09-27T21:12:16.500000Z,9,21.197713285714283,9.758428571428572,-68.0,-56.0,-78.0,-72.0,-82.0,-82.0,-86.0,-81.0
2018-09-27T21:12:17.000000Z,9,21.42542757142857,9.681857142857144,-65.0,-70.66666666666667,-78.0,-77.33333333333333,-82.0,-99.0,-94.0,-81.0
2018-09-27T21:12:17.500000Z,9,21.653141857142856,9.605285714285715,-60.0,-61.25,-77.0,-67.0,-87.0,-98.0,-85.0,-81.0
2018-09-27T21:12:18.000000Z,9,21.88085614285714,9.528714285714285,-66.5,-63.5,-82.0,-70.75,-74.33333333333333,-98.0,-82.0,-77.0
2018-09-27T21:12:18.500000Z,9,22.108570428571426,9.452142857142857,-68.66666666666667,-61.75,-81.2,-70.0,-79.66666666666667,-102.0,-87.33333333333333,-77.0
2018-09-27T21:12:19.000000Z,9,22.336284714285714,9.375571428571428,-59.5,-58.0,-88.0,-66.75,-81.0,-85.0,-78.0,-77.0
2018-09-27T21:12:19.500000Z,9,22.836399399999998,9.1962,-59.5,-59.5,-71.0,-65.33333333333333,-76.0,-85.0,-86.33333333333333,-89.0
2018-09-27T21:12:20.000000Z,9,23.1087998,9.093399999999999,-72.0,-62.25,-87.5,-73.8,-78.5,-85.0,-87.0,-82.0
2018-09-27T21:12:20.500000Z,9,23.3812002,8.9906,-56.0,-69.25,-88.0,-68.0,-77.0,-85.0,-87.0,-88.0
2018-09-27T21:12:21.000000Z,9,23.6536006,8.8878,-66.75,-60.0,-98.0,-75.33333333333333,-80.0,-85.0,-87.0,-86.66666666666667
2018-09-27T21:12:21.500000Z,9,24.002401,8.5104,-60.0,-64.5,-98.0,-79.0,-80.0,-85.0,-87.0,-99.0
2018-09-27T21:12:22.000000Z,9,24.078801,8.2358,-68.33333333333333,-57.0,-98.0,-85.0,-80.0,-85.0,-87.0,-99.0
2018-09-27T21:12:22.500000Z,9,24.155201,7.9612,-69.5,-59.0,-89.0,-75.0,-73.0,-85.0,-98.0,-79.5
2018-09-27T21:12:23.000000Z,9,24.231601,7.6866,-66.33333333333333,-63.333333333333336,-85.0,-67.75,-79.0,-85.0,-97.0,-79.5
2018-09-27T21:12:23.500000Z,9,24.29622311111111,7.218444444444445,-69.33333333333333,-69.5,-83.0,-73.5,-84.0,-85.0,-82.0,-79.0
2018-09-27T21:12:24.000000Z,9,24.284445222222224,7.0248888888888885,-64.0,-64.25,-83.0,-68.5,-78.5,-85.0,-91.0,-81.33333333333333
