Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-15T21:15:57.500000Z,1,0.5535,5.59875,-81.0,-81.0,-86.0,-65.25,-76.0,-74.33333333333333,-59.5,-69.0,-78.5
2018-10-15T21:15:58.000000Z,1,0.567,6.0215,-94.0,-83.25,-84.33333333333333,-54.8,-89.33333333333333,-72.66666666666667,-72.4,-83.0,-84.0
2018-10-15T21:15:58.500000Z,1,0.5805,6.44425,-83.0,-85.0,-97.0,-59.0,-92.0,-75.0,-77.0,-68.0,-85.0
2018-10-15T21:15:59.000000Z,1,0.6036666666666667,7.522666666666667,-83.0,-93.0,-79.0,-54.5,-78.0,-82.33333333333333,-60.666666666666664,-72.0,-85.0
2018-10-15T21:15:59.500000Z,1,0.6133333333333333,8.178333333333333,-83.0,-93.0,-79.0,-54.0,-78.0,-72.66666666666667,-70.5,-65.5,-78.0
2018-10-15T21:16:00.000000Z,1,0.6981666666666667,9.1415,-92.0,-93.0,-85.0,-49.0,-78.0,-82.0,-66.4,-77.0,-78.0
2018-10-15T21:16:00.500000Z,1,0.7733333333333333,9.449,-74.0,-73.5,-83.75,-56.0,-96.0,-79.0,-89.0,-69.5,-78.0
2018-10-15T21:16:01.000000Z,1,0.8485,9.756499999999999,-79.75,-87.25,-83.33333333333333,-71.0,-84.0,-74.5,-65.66666666666667,-85.0,-78.75
2018-10-15T21:16:01.500000Z,1,0.9236666666666666,10.064,-79.75,-86.5,-83.5,-64.5,-90.66666666666667,-78.0,-71.33333333333333,-61.0,-77.0
2018-10-15T21:16:02.000000Z,1,0.9988333333333334,10.371500000000001,-82.6,-82.75,-78.0,-68.0,-85.5,-76.2,-64.6,-68.6,-78.6
2018-10-15T21:16:02.500000Z,1,1.745,10.694500000000001,-75.33333333333333,-80.0,-84.25,-56.333333333333336,-83.8,-83.5,-68.33333333333333,-71.8,-81.66666666666667
2018-10-15T21:16:03.000000Z,1,2.8903333333333334,10.688333333333334,-78.0,-89.33333333333333,-87.33333333333333,-60.5,-77.5,-79.0,-62.0,-68.0,-82.25
2018-10-15T21:16:03.500000Z,1,3.3646666666666665,10.666666666666666,-75.0,-79.66666666666667,-93.5,-66.0,-85.33333333333333,-82.33333333333333,-68.25,-67.0,-76.5
2018-10-15T21:16:04.000000Z,1,4.2956666666666665,10.654,-79.0,-80.0,-82.5,-66.5,-82.5,-72.5,-70.5,-71.0,-69.0
2018-10-15T21:16:04.500000Z,1,4.752333333333333,10.663,-84.5,-83.66666666666667,-83.5,-58.2,-75.0,-72.0,-64.0,-66.0,-68.5
2018-10-15T21:16:05.000000Z,1,5.4796,10.4726,-84.5,-86.0,-75.0,-72.0,-75.0,-66.5,-69.33333333333333,-61.666666666666664,-66.0
2018-10-15T21:16:05.500000Z,1,5.7501999999999995,10.273200000000001,-78.0,-81.0,-70.0,-60.75,-77.33333333333333,-74.66666666666667,-69.5,-52.0,-68.33333333333333
2018-10-15T21:16:06.000000Z,1,6.0207999999999995,10.0738,-75.2,-83.0,-72.0,-68.25,-78.0,-74.75,-67.33333333333333,-60.75,-68.25
2018-10-15T21:16:06.500000Z,1,6.2914,9.874400000000001,-82.75,-86.0,-71.0,-63.75,-78.0,-75.33333333333333,-70.75,-58.0,-65.5
2018-10-15T21:16:07.000000Z,1,7.163,9.701,-75.5,-76.5,-74.0,-72.0,-84.5,-67.33333333333333,-73.33333333333333,-53.25,-69.0
2018-10-15T21:16:07.500000Z,1,7.764,9.727,-78.66666666666667,-67.0,-80.33333333333333,-81.0,-80.25,-61.666666666666664,-68.66666666666667,-53.5,-65.75
2018-10-15T21:16:08.000000Z,1,8.358600000000001,9.4734,-78.5,-84.0,-92.0,-71.0,-85.0,-56.0,-67.5,-66.0,-63.5
2018-10-15T21:16:08.500000Z,1,8.3522,9.1938,-77.66666666666667,-84.66666666666667,-83.66666666666667,-65.5,-79.0,-66.0,-64.0,-67.0,-71.75
2018-10-15T21:16:09.000000Z,1,8.3458,8.914200000000001,-80.0,-83.0,-81.0,-64.25,-88.0,-81.0,-72.0,-63.0,-76.0
2018-10-15T21:16:09.500000Z,1,8.3394,8.6346,-87.0,-85.5,-84.0,-61.5,-86.0,-76.5,-56.0,-63.0,-80.33333333333333
