Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-15T19:51:04.000000Z,1,18.0989994,9.5766,-83.66666666666667,-73.33333333333333,-75.0,-71.66666666666667,-82.0,-68.33333333333333,-84.0,-80.0,-77.5
2018-10-15T19:51:04.500000Z,1,18.2379998,9.3002,-87.0,-72.0,-80.33333333333333,-72.25,-77.75,-63.333333333333336,-83.0,-80.25,-72.5
2018-10-15T19:51:05.000000Z,1,18.3770002,9.0238,-74.0,-74.25,-73.0,-80.25,-76.5,-67.25,-80.4,-78.5,-72.8
2018-10-15T19:51:05.500000Z,1,18.5160006,8.7474,-64.0,-87.0,-73.4,-77.33333333333333,-70.0,-66.66666666666667,-78.66666666666667,-79.66666666666667,-72.0
2018-10-15T19:51:06.000000Z,1,18.6484008,8.1386,-76.0,-77.0,-85.0,-87.25,-77.5,-69.0,-77.0,-85.33333333333333,-71.5
2018-10-15T19:51:06.500000Z,1,18.6418006,7.8062000000000005,-79.25,-76.0,-81.0,-75.5,-81.0,-72.0,-80.0,-88.0,-82.0
2018-10-15T19:51:07.000000Z,1,18.635200400000002,7.473800000000001,-69.0,-72.5,-79.66666666666667,-78.8,-77.75,-69.2,-78.0,-79.33333333333333,-70.25
2018-10-15T19:51:07.500000Z,1,18.6286002,7.1414,-83.0,-71.25,-79.33333333333333,-81.0,-76.0,-77.4,-92.5,-82.33333333333333,-78.25
2018-10-15T19:51:08.000000Z,1,18.58275,6.3785,-72.5,-78.0,-82.0,-76.5,-72.5,-79.0,-82.75,-85.25,-82.25
2018-10-15T19:51:08.500000Z,1,18.5435,5.948,-81.0,-76.0,-78.0,-75.0,-69.33333333333333,-62.0,-83.5,-74.33333333333333,-76.0
2018-10-15T19:51:09.000000Z,1,18.50425,5.5175,-66.0,-75.25,-73.0,-94.33333333333333,-68.6,-70.6,-80.25,-78.66666666666667,-76.75
2018-10-15T19:51:09.500000Z,1,18.5918002,4.7362,-72.25,-77.0,-75.33333333333333,-76.33333333333333,-71.0,-74.25,-89.25,-82.0,-75.75
2018-10-15T19:51:10.000000Z,1,18.7186004,4.3854,-73.66666666666667,-73.5,-79.66666666666667,-84.5,-65.0,-70.0,-82.0,-82.0,-81.66666666666667
2018-10-15T19:51:10.500000Z,1,18.8454006,4.0346,-62.666666666666664,-82.0,-77.0,-82.75,-71.0,-73.25,-78.0,-80.0,-82.33333333333333
2018-10-15T19:51:11.000000Z,1,18.9722008,3.6838,-81.0,-69.5,-77.0,-87.5,-67.8,-75.0,-86.6,-86.5,-83.0
