Datetime,realx,realy
2018-10-16T22:39:14.924749Z,8.333,8.355
2018-10-16T22:39:15.000000Z,8.341000000000001,8.7045
2018-10-16T22:39:15.500000Z,8.349,9.054
2018-10-16T22:39:16.000000Z,8.357,9.403500000000001
2018-10-16T22:39:16.068749Z,8.365,9.753
2018-10-16T22:39:16.500000Z,7.764,9.727
2018-10-16T22:39:17.000000Z,7.163,9.701
2018-10-16T22:39:17.196749Z,6.562,9.675
2018-10-16T22:39:17.500000Z,6.111,10.007333333333333
2018-10-16T22:39:18.000000Z,5.66,10.339666666666668
2018-10-16T22:39:18.421749Z,5.209,10.672
2018-10-16T22:39:18.500000Z,4.866499999999999,10.66525
2018-10-16T22:39:19.000000Z,4.524,10.6585
2018-10-16T22:39:19.500000Z,4.1815,10.65175
2018-10-16T22:39:19.530749Z,3.839,10.645
2018-10-16T22:39:20.000000Z,3.3646666666666665,10.666666666666666
2018-10-16T22:39:20.500000Z,2.8903333333333334,10.688333333333334
2018-10-16T22:39:20.602749Z,2.416,10.71
2018-10-16T22:39:21.000000Z,1.9686666666666666,10.699666666666667
2018-10-16T22:39:21.500000Z,1.5213333333333332,10.689333333333334
2018-10-16T22:39:21.740749Z,1.074,10.679
2018-10-16T22:39:22.000000Z,0.96125,10.21775
2018-10-16T22:39:22.500000Z,0.8485,9.756499999999999
2018-10-16T22:39:23.000000Z,0.73575,9.29525
2018-10-16T22:39:23.426749Z,0.623,8.834
2018-10-16T22:39:23.500000Z,0.6172,8.4406
2018-10-16T22:39:24.000000Z,0.6113999999999999,8.0472
2018-10-16T22:39:24.500000Z,0.6056,7.6538
2018-10-16T22:39:25.000000Z,0.5998,7.2604
2018-10-16T22:39:25.063749Z,0.594,6.867
2018-10-16T22:39:25.500000Z,0.5805,6.44425
2018-10-16T22:39:26.000000Z,0.567,6.0215
2018-10-16T22:39:26.500000Z,0.5535,5.59875
2018-10-16T22:39:26.838749Z,0.54,5.176
2018-10-16T22:39:27.000000Z,0.54025,4.7635000000000005
2018-10-16T22:39:27.500000Z,0.5405,4.351
2018-10-16T22:39:28.000000Z,0.5407500000000001,3.9385
2018-10-16T22:39:28.165749Z,0.541,3.526
2018-10-16T22:39:28.500000Z,0.921,3.5256666666666665
2018-10-16T22:39:29.000000Z,1.3010000000000002,3.525333333333333
2018-10-16T22:39:29.321749Z,1.681,3.525
2018-10-16T22:39:29.500000Z,2.01425,3.53475
2018-10-16T22:39:30.000000Z,2.3475,3.5445
2018-10-16T22:39:30.500000Z,2.6807499999999997,3.55425
2018-10-16T22:39:30.505749Z,3.014,3.564
2018-10-16T22:39:31.000000Z,3.1079999999999997,3.992
2018-10-16T22:39:31.500000Z,3.202,4.42
2018-10-16T22:39:31.907749Z,3.296,4.848
