Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-16T18:47:15.500000Z,9,9.874230769230769,8.445923076923076,-85.0,-87.0,-86.0,-83.5,-85.0,-82.0,-80.0,-60.0,-82.5
2018-10-16T18:47:16.000000Z,9,9.74846153846154,8.554846153846153,-85.0,-87.0,-86.0,-72.0,-85.0,-85.0,-75.0,-59.5,-82.5
2018-10-16T18:47:16.500000Z,9,9.622692307692308,8.66376923076923,-86.0,-87.0,-86.0,-82.0,-86.0,-83.0,-81.5,-56.333333333333336,-82.5
2018-10-16T18:47:17.000000Z,9,9.496923076923077,8.772692307692308,-91.0,-90.0,-86.0,-82.5,-98.0,-79.0,-80.0,-61.0,-83.0
2018-10-16T18:47:17.500000Z,9,9.371153846153847,8.881615384615385,-84.5,-90.0,-86.0,-78.25,-98.0,-88.0,-77.33333333333333,-68.0,-85.0
2018-10-16T18:47:18.000000Z,9,9.245384615384616,8.990538461538462,-86.5,-90.0,-86.0,-74.5,-98.0,-75.5,-76.66666666666667,-57.5,-75.5
2018-10-16T18:47:18.500000Z,9,9.119615384615384,9.099461538461538,-86.5,-90.0,-86.0,-74.0,-98.0,-72.0,-79.0,-52.5,-81.33333333333333
2018-10-16T18:47:19.000000Z,9,8.993846153846153,9.208384615384615,-85.0,-81.0,-75.0,-72.0,-98.0,-68.0,-72.0,-47.0,-74.0
2018-10-16T18:47:19.500000Z,9,8.868076923076924,9.317307692307692,-85.0,-81.0,-86.0,-60.5,-98.0,-76.0,-80.0,-67.0,-81.5
2018-10-16T18:47:20.000000Z,9,8.742307692307692,9.42623076923077,-85.0,-81.0,-86.0,-60.5,-98.0,-75.0,-78.0,-53.666666666666664,-81.5
2018-10-16T18:47:20.500000Z,9,8.616538461538461,9.535153846153847,-83.5,-81.0,-86.0,-69.25,-98.0,-77.0,-67.0,-59.5,-83.5
2018-10-16T18:47:21.000000Z,9,8.490769230769232,9.644076923076923,-85.0,-86.75,-91.0,-65.5,-98.0,-78.0,-73.5,-61.5,-73.5
2018-10-16T18:47:21.500000Z,9,8.0645,9.74,-88.0,-87.0,-98.0,-68.0,-98.0,-78.0,-71.0,-57.5,-95.0
2018-10-16T18:47:22.000000Z,9,7.764,9.727,-98.0,-87.0,-88.0,-62.0,-98.0,-75.5,-83.0,-69.5,-98.0
2018-10-16T18:47:22.500000Z,9,7.4635,9.714,-91.0,-85.0,-88.0,-79.0,-98.0,-84.5,-73.5,-64.5,-92.0
2018-10-16T18:47:23.000000Z,9,7.163,9.701,-91.0,-82.0,-88.0,-73.0,-98.0,-78.0,-71.0,-64.0,-88.0
2018-10-16T18:47:23.500000Z,9,6.862500000000001,9.688,-77.0,-89.0,-99.0,-77.0,-98.0,-79.0,-75.5,-71.0,-85.5
2018-10-16T18:47:24.000000Z,9,6.063090909090909,9.766272727272728,-77.0,-89.0,-99.0,-71.0,-98.0,-79.0,-78.0,-74.66666666666667,-85.5
2018-10-16T18:47:24.500000Z,9,5.564181818181819,9.857545454545455,-83.0,-89.0,-99.0,-75.0,-98.0,-99.0,-69.0,-88.0,-85.5
2018-10-16T18:47:25.000000Z,9,5.065272727272728,9.948818181818183,-89.0,-89.0,-99.0,-66.0,-98.0,-99.0,-85.0,-88.0,-89.0
2018-10-16T18:47:25.500000Z,9,4.566363636363636,10.04009090909091,-89.0,-89.0,-99.0,-66.0,-98.0,-83.5,-80.0,-80.33333333333333,-89.0
2018-10-16T18:47:26.000000Z,9,4.067454545454545,10.131363636363638,-88.5,-85.0,-99.0,-63.5,-90.0,-92.0,-66.0,-83.66666666666667,-91.5
2018-10-16T18:47:26.500000Z,9,3.5685454545454545,10.222636363636363,-84.0,-87.0,-99.0,-64.33333333333333,-90.0,-80.0,-81.66666666666667,-77.0,-81.0
2018-10-16T18:47:27.000000Z,9,3.0696363636363637,10.31390909090909,-84.0,-87.0,-99.0,-61.0,-90.0,-80.0,-76.0,-81.0,-81.0
2018-10-16T18:47:27.500000Z,9,2.5707272727272725,10.405181818181818,-84.0,-87.0,-99.0,-71.0,-90.0,-80.0,-70.0,-80.0,-81.0
2018-10-16T18:47:28.000000Z,9,2.0718181818181813,10.496454545454545,-87.0,-87.0,-99.0,-58.0,-90.0,-84.5,-76.0,-74.5,-81.0
2018-10-16T18:47:28.500000Z,9,1.5729090909090901,10.587727272727273,-87.0,-87.0,-99.0,-55.5,-90.0,-83.66666666666667,-81.5,-83.0,-90.0
2018-10-16T18:47:29.000000Z,9,0.9988333333333334,10.371500000000001,-87.0,-87.0,-99.0,-60.333333333333336,-90.0,-83.66666666666667,-78.0,-86.0,-90.0
2018-10-16T18:47:29.500000Z,9,0.9236666666666667,10.064,-87.0,-85.0,-99.0,-50.0,-90.0,-83.66666666666667,-72.0,-72.66666666666667,-90.0
2018-10-16T18:47:30.000000Z,9,0.8485,9.756499999999999,-89.0,-85.0,-99.0,-57.0,-87.0,-83.0,-74.0,-88.0,-82.5
2018-10-16T18:47:30.500000Z,9,0.7733333333333334,9.449,-83.0,-97.0,-86.0,-51.4,-87.0,-85.75,-70.0,-69.33333333333333,-89.5
2018-10-16T18:47:31.000000Z,9,0.6981666666666667,9.1415,-85.0,-92.5,-79.0,-66.0,-87.0,-88.0,-74.0,-72.0,-84.0
2018-10-16T18:47:31.500000Z,9,0.612625,8.37675,-85.0,-92.5,-79.0,-60.0,-87.0,-87.0,-59.5,-67.5,-81.5
2018-10-16T18:47:32.000000Z,9,0.60225,7.919499999999999,-89.0,-92.5,-79.0,-75.5,-87.0,-84.0,-62.0,-81.66666666666667,-91.0
2018-10-16T18:47:32.500000Z,9,0.591875,7.46225,-84.0,-92.5,-79.0,-68.75,-87.0,-88.0,-66.2,-75.5,-82.0
2018-10-16T18:47:33.000000Z,9,0.5815,7.005,-87.0,-93.0,-79.0,-75.33333333333333,-99.0,-78.0,-71.0,-67.0,-79.0
2018-10-16T18:47:33.500000Z,9,0.571125,6.54775,-87.0,-93.0,-79.0,-78.66666666666667,-81.0,-93.0,-57.333333333333336,-83.33333333333333,-81.5
2018-10-16T18:47:34.000000Z,9,0.5607500000000001,6.0905000000000005,-85.0,-98.5,-79.0,-84.0,-90.0,-83.0,-70.5,-73.5,-84.0
2018-10-16T18:47:34.500000Z,9,0.5503750000000001,5.63325,-85.0,-87.0,-79.0,-88.0,-90.0,-85.0,-64.5,-87.5,-87.0
2018-10-16T18:47:35.000000Z,9,0.5402,4.846,-84.5,-81.0,-79.0,-81.0,-90.0,-84.0,-72.0,-83.0,-86.0
2018-10-16T18:47:35.500000Z,9,0.5404,4.516,-87.0,-81.0,-79.0,-76.0,-90.0,-84.0,-57.0,-89.0,-82.5
2018-10-16T18:47:36.000000Z,9,0.5406000000000001,4.186,-87.0,-81.0,-79.0,-88.66666666666667,-90.0,-84.0,-63.666666666666664,-81.66666666666667,-82.5
2018-10-16T18:47:36.500000Z,9,0.5408000000000001,3.856,-84.0,-81.0,-79.0,-76.66666666666667,-90.0,-84.0,-58.5,-83.0,-68.0
2018-10-16T18:47:37.000000Z,9,0.8289285714285715,3.526785714285714,-87.0,-81.0,-85.0,-71.0,-92.0,-94.0,-61.333333333333336,-78.0,-86.0
2018-10-16T18:47:37.500000Z,9,1.116857142857143,3.5275714285714286,-79.0,-81.0,-85.0,-79.0,-92.0,-86.5,-63.666666666666664,-78.0,-72.0
2018-10-16T18:47:38.000000Z,9,1.4047857142857143,3.5283571428571427,-79.0,-81.0,-85.0,-79.0,-92.0,-77.0,-78.0,-83.33333333333333,-72.0
