Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-16T19:07:07.000000Z,9,12.949875,5.502375000000001,-72.5,-88.0,-77.0,-70.5,-76.0,-66.0,-81.5,-76.0,-68.0
2018-10-16T19:07:07.500000Z,9,12.92675,5.31775,-72.5,-85.5,-75.0,-79.0,-79.5,-67.4,-80.0,-76.0,-68.0
2018-10-16T19:07:08.000000Z,9,12.903625,5.133125,-70.66666666666667,-82.0,-75.5,-76.0,-79.0,-59.0,-77.66666666666667,-80.0,-74.33333333333333
2018-10-16T19:07:08.500000Z,9,12.880500000000001,4.9485,-80.5,-68.0,-95.0,-78.0,-79.0,-62.333333333333336,-79.0,-80.0,-67.5
2018-10-16T19:07:09.000000Z,9,12.857375000000001,4.7638750000000005,-80.0,-86.33333333333333,-86.0,-72.0,-81.0,-61.333333333333336,-74.5,-72.0,-65.0
2018-10-16T19:07:09.500000Z,9,12.83425,4.57925,-72.5,-76.0,-81.0,-72.0,-81.0,-63.0,-75.5,-74.0,-74.0
2018-10-16T19:07:10.000000Z,9,12.811125,4.394625,-76.5,-79.25,-80.33333333333333,-79.0,-82.5,-67.0,-72.66666666666667,-77.66666666666667,-72.0
2018-10-16T19:07:10.500000Z,9,12.889086956521739,4.179130434782609,-81.5,-78.0,-79.0,-80.0,-67.0,-69.75,-74.75,-76.5,-82.0
2018-10-16T19:07:11.000000Z,9,12.990173913043478,4.148260869565218,-80.5,-84.5,-81.33333333333333,-71.0,-82.66666666666667,-64.33333333333333,-87.0,-78.0,-72.0
2018-10-16T19:07:11.500000Z,9,13.091260869565218,4.117391304347826,-68.0,-80.0,-75.5,-78.5,-73.0,-70.5,-78.0,-79.33333333333333,-77.0
2018-10-16T19:07:12.000000Z,9,13.192347826086957,4.0865217391304345,-63.0,-74.0,-69.0,-71.0,-70.0,-75.33333333333333,-76.5,-87.0,-74.0
2018-10-16T19:07:12.500000Z,9,13.293434782608696,4.055652173913043,-74.0,-79.5,-73.0,-88.0,-71.0,-67.0,-79.5,-75.0,-63.5
2018-10-16T19:07:13.000000Z,9,13.394521739130434,4.024782608695652,-68.2,-76.66666666666667,-69.5,-96.0,-70.0,-63.5,-77.0,-74.0,-73.0
2018-10-16T19:07:13.500000Z,9,13.495608695652173,3.993913043478261,-74.0,-86.33333333333333,-80.5,-96.0,-78.0,-59.0,-76.0,-78.5,-73.0
2018-10-16T19:07:14.000000Z,9,13.596695652173914,3.9630434782608694,-66.5,-83.0,-72.5,-75.0,-72.5,-67.4,-81.5,-77.25,-66.75
2018-10-16T19:07:14.500000Z,9,13.697782608695652,3.9321739130434783,-61.0,-83.5,-81.0,-90.0,-77.5,-61.0,-82.0,-72.0,-68.0
2018-10-16T19:07:15.000000Z,9,13.798869565217391,3.9013043478260867,-76.5,-87.33333333333333,-81.0,-90.0,-78.0,-62.0,-78.5,-69.0,-81.0
2018-10-16T19:07:15.500000Z,9,13.89995652173913,3.8704347826086956,-74.0,-76.0,-73.33333333333333,-75.0,-71.0,-67.0,-81.5,-79.0,-84.0
2018-10-16T19:07:16.000000Z,9,14.00104347826087,3.8395652173913044,-68.66666666666667,-80.0,-73.33333333333333,-78.0,-77.0,-71.0,-81.5,-79.0,-75.0
2018-10-16T19:07:16.500000Z,9,14.102130434782609,3.808695652173913,-74.25,-87.5,-84.33333333333333,-84.5,-72.33333333333333,-67.5,-78.75,-82.33333333333333,-75.75
2018-10-16T19:07:17.000000Z,9,14.203217391304348,3.7778260869565217,-65.0,-73.0,-73.66666666666667,-83.66666666666667,-75.0,-59.0,-76.5,-72.0,-80.0
2018-10-16T19:07:17.500000Z,9,14.304304347826086,3.7469565217391305,-70.0,-73.0,-74.5,-75.66666666666667,-79.0,-69.33333333333333,-75.0,-74.5,-61.0
2018-10-16T19:07:18.000000Z,9,14.405391304347827,3.716086956521739,-67.5,-85.0,-77.33333333333333,-81.66666666666667,-76.0,-69.66666666666667,-75.0,-76.0,-72.0
2018-10-16T19:07:18.500000Z,9,14.506478260869565,3.685217391304348,-76.5,-82.0,-91.0,-75.0,-69.5,-75.5,-75.0,-73.5,-75.0
2018-10-16T19:07:19.000000Z,9,14.607565217391304,3.6543478260869566,-75.0,-76.5,-74.5,-85.5,-73.33333333333333,-58.0,-79.0,-69.0,-69.0
