Datetime,beaconid,edgenodeid,rssi,realx,realy
2018-10-15T22:02:47.000000Z,1,1,-87.5,8.333,8.355
2018-10-15T22:02:47.000000Z,1,11,-82.0,8.333,8.355
2018-10-15T22:02:47.000000Z,1,9,-72.0,8.333,8.355
2018-10-15T22:02:47.000000Z,1,10,-72.0,8.333,8.355
2018-10-15T22:02:47.000000Z,1,8,-76.0,8.333,8.355
2018-10-15T22:02:47.000000Z,1,12,-47.0,8.333,8.355
2018-10-15T22:02:47.000000Z,1,3,-87.5,8.333,8.355
2018-10-15T22:02:47.000000Z,1,2,-76.5,8.333,8.355
2018-10-15T22:02:47.000000Z,1,13,-73.0,8.333,8.355
2018-10-15T22:02:47.500000Z,1,11,-66.0,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,9,-81.25,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,10,-70.75,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,3,-78.5,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,2,-76.0,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,13,-73.0,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,12,-49.0,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,8,-71.5,8.343666666666667,8.821
2018-10-15T22:02:47.500000Z,1,1,-78.66666666666667,8.343666666666667,8.821
2018-10-15T22:02:48.000000Z,1,1,-76.75,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,11,-60.5,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,8,-76.6,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,9,-82.5,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,10,-66.0,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,12,-50.5,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,3,-85.75,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,13,-74.0,8.354333333333333,9.287
2018-10-15T22:02:48.000000Z,1,2,-77.75,8.354333333333333,9.287
2018-10-15T22:02:48.500000Z,1,1,-83.66666666666667,8.7094,9.7386
2018-10-15T22:02:48.500000Z,1,13,-68.6,8.7094,9.7386
2018-10-15T22:02:48.500000Z,1,9,-83.5,8.7094,9.7386
