Datetime,accx,accy,accz
2018-09-26T22:36:46.780635Z,0.0,0.0,0.0
2018-09-26T22:36:47.142635Z,-0.17593399999999998,0.31255700000000003,-0.255594
2018-09-26T22:36:47.360635Z,0.11776500000000001,0.392943,-0.21768099999999999
2018-09-26T22:36:47.541635Z,0.652091,0.642925,-0.506408
2018-09-26T22:36:47.742635Z,-0.25208400000000003,0.324575,0.358648
2018-09-26T22:36:47.942635Z,0.018278,-0.11294100000000001,-0.628149
2018-09-26T22:36:48.143635Z,-0.35330300000000003,-0.360904,1.440719
2018-09-26T22:36:48.355635Z,-0.777423,-1.227592,0.45874899999999996
2018-09-26T22:36:48.542635Z,-0.098974,0.041048,-0.079462
2018-09-26T22:36:48.743635Z,-0.058692999999999995,-0.191597,0.139535
2018-09-26T22:36:48.942635Z,0.720887,-0.573487,1.331286
2018-09-26T22:36:49.160635Z,1.032161,-1.014369,-0.260421
2018-09-26T22:36:49.346635Z,1.127623,-0.502339,1.09345
2018-09-26T22:36:49.543635Z,0.750388,-1.9940369999999998,0.9297979999999999
2018-09-26T22:36:49.742635Z,0.769185,-1.664769,-0.034804
2018-09-26T22:36:49.946635Z,0.11360899999999999,-0.701616,-0.439535
2018-09-26T22:36:50.143635Z,0.215739,-0.870049,1.243066
2018-09-26T22:36:50.345635Z,0.275602,-1.332555,0.23167100000000002
2018-09-26T22:36:50.545635Z,0.646246,-0.25572,-1.143766
2018-09-26T22:36:50.743635Z,0.979347,0.46638500000000005,0.136164
2018-09-26T22:36:50.944635Z,-0.6063350000000001,-1.740016,0.80523
2018-09-26T22:36:51.144635Z,-0.012217,-1.6849180000000001,-0.515864
2018-09-26T22:36:51.344635Z,-0.191656,-0.869743,-0.09171499999999999
2018-09-26T22:36:51.545635Z,0.101775,0.276742,0.8736280000000001
2018-09-26T22:36:51.745635Z,0.329832,-1.559248,0.24906199999999998
2018-09-26T22:36:51.944635Z,-0.379319,-1.621259,-0.0075769999999999995
2018-09-26T22:36:52.145635Z,-0.37241399999999997,-1.142152,1.045535
2018-09-26T22:36:52.345635Z,0.297358,-0.9635969999999999,0.56313
2018-09-26T22:36:52.545635Z,-0.002718,0.403733,-0.169327
2018-09-26T22:36:52.746635Z,0.5211979999999999,0.064013,0.194987
2018-09-26T22:36:52.947635Z,0.798461,1.1951379999999998,0.08808099999999999
2018-09-26T22:36:53.146635Z,0.551074,0.8797200000000001,0.763016
2018-09-26T22:36:53.346635Z,-1.2905950000000002,-1.0630950000000001,-1.153347
2018-09-26T22:36:53.547635Z,-0.108582,0.061665,-0.139795
2018-09-26T22:36:53.747635Z,-0.249406,0.194929,-0.134625
2018-09-26T22:36:53.956635Z,0.433906,0.501262,1.479134
2018-09-26T22:36:54.216635Z,1.219968,-1.156336,-0.713724
2018-09-26T22:36:54.360635Z,0.953044,-0.082497,-0.217239
2018-09-26T22:36:54.547635Z,0.517454,0.91527,1.072378
2018-09-26T22:36:54.746635Z,0.013833000000000002,-0.705291,0.332057
2018-09-26T22:36:54.947635Z,0.179955,-0.042836,-0.928092
2018-09-26T22:36:55.147635Z,-0.4016,0.783319,0.092533
2018-09-26T22:36:55.348635Z,-0.25964699999999996,1.2012209999999999,0.377884
2018-09-26T22:36:55.546635Z,1.0536,-1.393689,1.6714099999999998
2018-09-26T22:36:55.747635Z,-0.196786,0.157132,0.019877000000000002
2018-09-26T22:36:55.948635Z,-0.5363140000000001,0.551071,0.250408
2018-09-26T22:36:56.159635Z,-1.183677,-0.9852920000000001,-0.021097
2018-09-26T22:36:56.348635Z,0.165113,-1.959496,-0.8952129999999999
2018-09-26T22:36:56.549635Z,-0.618766,0.528982,1.4693459999999998
2018-09-26T22:36:56.749635Z,0.6311260000000001,-1.1629690000000001,0.961517
2018-09-26T22:36:56.967635Z,0.651049,-0.8564579999999999,-1.566343
2018-09-26T22:36:57.150635Z,-0.25454099999999996,0.0954,-0.070677
2018-09-26T22:36:57.349635Z,-0.194702,-0.8455020000000001,0.347729
