Datetime,beaconid,realx,realy,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-10-31T17:16:58.500000Z,9,9.791625,8.33925,-84.5,-86.0,-77.66666666666667,-95.0,-73.0,-77.0,-66.0,-80.33333333333333
2018-10-31T17:16:59.000000Z,9,9.58325,8.3415,-84.5,-86.0,-76.0,-95.0,-73.0,-77.5,-64.0,-84.5
2018-10-31T17:16:59.500000Z,9,9.374875,8.34375,-90.0,-86.0,-72.0,-97.0,-78.0,-80.5,-65.66666666666667,-82.66666666666667
2018-10-31T17:17:00.000000Z,9,9.1665,8.346,-90.0,-83.0,-66.0,-81.0,-76.0,-75.66666666666667,-63.333333333333336,-74.0
2018-10-31T17:17:00.500000Z,9,8.958125,8.34825,-89.0,-83.0,-65.0,-91.0,-76.0,-76.5,-67.0,-74.0
2018-10-31T17:17:01.000000Z,9,8.74975,8.3505,-89.0,-80.0,-76.0,-91.0,-79.0,-76.5,-56.0,-71.0
2018-10-31T17:17:01.500000Z,9,8.541375,8.35275,-89.0,-75.0,-61.0,-91.0,-79.0,-77.0,-61.333333333333336,-73.0
2018-10-31T17:17:02.000000Z,9,8.3394,8.6346,-89.0,-75.0,-75.0,-91.0,-77.5,-71.66666666666667,-58.0,-89.0
2018-10-31T17:17:02.500000Z,9,8.3458,8.914200000000001,-80.0,-75.0,-80.0,-91.0,-75.0,-78.0,-65.0,-78.0
2018-10-31T17:17:03.000000Z,9,8.3522,9.1938,-80.0,-75.0,-75.33333333333333,-91.0,-71.0,-67.0,-51.333333333333336,-67.0
2018-10-31T17:17:03.500000Z,9,8.358600000000001,9.4734,-97.0,-75.0,-70.5,-86.0,-70.5,-76.0,-71.5,-79.5
2018-10-31T17:17:04.000000Z,9,8.0645,9.74,-91.0,-93.0,-80.0,-86.0,-70.5,-77.33333333333333,-54.5,-79.5
2018-10-31T17:17:04.500000Z,9,7.764,9.727,-91.0,-93.0,-73.5,-95.0,-80.0,-75.0,-55.0,-74.0
2018-10-31T17:17:05.000000Z,9,7.4635,9.714,-86.0,-93.0,-69.0,-95.0,-96.0,-76.33333333333333,-67.66666666666667,-80.0
2018-10-31T17:17:05.500000Z,9,7.163,9.701,-86.0,-93.0,-69.5,-95.0,-78.0,-78.0,-70.66666666666667,-77.0
2018-10-31T17:17:06.000000Z,9,6.862500000000001,9.688,-86.0,-93.0,-62.25,-95.0,-84.0,-79.0,-72.5,-90.0
2018-10-31T17:17:06.500000Z,9,6.268400000000001,9.5568,-86.0,-93.0,-77.0,-85.0,-73.0,-75.0,-82.0,-84.0
2018-10-31T17:17:07.000000Z,9,5.9748,9.438600000000001,-86.0,-86.0,-74.0,-85.0,-86.5,-75.5,-79.5,-81.0
2018-10-31T17:17:07.500000Z,9,5.6812000000000005,9.3204,-79.0,-86.0,-68.5,-85.0,-86.5,-78.66666666666667,-74.0,-92.0
2018-10-31T17:17:08.000000Z,9,5.387600000000001,9.2022,-79.0,-86.0,-64.5,-88.0,-86.5,-72.0,-72.5,-87.0
2018-10-31T17:17:08.500000Z,9,4.75375,9.08125,-79.0,-86.0,-73.0,-88.0,-86.5,-72.0,-72.5,-92.0
2018-10-31T17:17:09.000000Z,9,4.4135,9.0785,-79.0,-86.0,-71.0,-82.0,-83.33333333333333,-79.5,-83.0,-92.0
2018-10-31T17:17:09.500000Z,9,4.07325,9.07575,-79.0,-86.0,-68.66666666666667,-82.0,-75.0,-84.33333333333333,-83.0,-92.0
2018-10-31T17:17:10.000000Z,9,3.4057500000000003,9.061250000000001,-79.0,-86.0,-67.0,-82.0,-77.0,-72.4,-80.2,-92.0
2018-10-31T17:17:10.500000Z,9,3.0785,9.0495,-79.0,-86.0,-68.75,-80.0,-77.0,-76.5,-83.0,-83.0
2018-10-31T17:17:11.000000Z,9,2.7512499999999998,9.037749999999999,-79.0,-86.0,-76.0,-80.0,-79.0,-77.0,-74.0,-83.0
2018-10-31T17:17:11.500000Z,9,2.4224,9.3628,-79.0,-86.0,-64.0,-80.0,-84.33333333333333,-81.66666666666667,-77.33333333333333,-83.0
2018-10-31T17:17:12.000000Z,9,2.4208,9.6996,-79.0,-86.0,-57.5,-80.0,-73.0,-74.33333333333333,-74.0,-83.0
