Datetime,accx,accy,accz
2018-10-25T23:57:10.949971Z,0.0,0.0,0.0
2018-10-25T23:57:10.965971Z,-0.04,0.11,0.31
2018-10-25T23:57:11.193971Z,0.23,0.21,-0.29
2018-10-25T23:57:11.375971Z,-0.11,0.04,-0.6
2018-10-25T23:57:11.547971Z,-0.43,-0.07,-0.4
2018-10-25T23:57:11.753971Z,0.16,1.19,0.01
2018-10-25T23:57:11.946971Z,1.0,1.1,1.22
2018-10-25T23:57:12.135971Z,1.2,-0.84,-0.66
2018-10-25T23:57:12.340971Z,-0.72,0.8,-0.73
2018-10-25T23:57:12.536971Z,0.13,0.85,-0.05
2018-10-25T23:57:12.742971Z,1.19,0.87,2.92
2018-10-25T23:57:12.936971Z,-1.3,-2.34,-3.5
2018-10-25T23:57:13.137971Z,0.32,0.57,2.95
2018-10-25T23:57:13.338971Z,-0.27,-0.74,0.28
2018-10-25T23:57:13.520971Z,0.15,1.32,-0.03
2018-10-25T23:57:13.717971Z,-0.03,0.99,-0.56
2018-10-25T23:57:13.939971Z,0.64,0.22,0.18
2018-10-25T23:57:14.139971Z,-0.62,-1.73,3.57
2018-10-25T23:57:14.318971Z,-0.06,-0.22,-2.16
2018-10-25T23:57:14.568971Z,-0.2,0.85,-0.7
2018-10-25T23:57:14.767971Z,-0.46,0.29,0.72
2018-10-25T23:57:14.971971Z,0.61,-1.57,-0.19
2018-10-25T23:57:15.166971Z,-1.25,0.6,0.75
2018-10-25T23:57:15.370971Z,-0.2,0.53,-1.35
2018-10-25T23:57:15.572971Z,1.41,-1.31,3.31
2018-10-25T23:57:15.778971Z,-0.2,0.35,-0.08
2018-10-25T23:57:15.973971Z,-0.08,0.78,-0.05
2018-10-25T23:57:16.175971Z,0.4,-0.64,1.67
2018-10-25T23:57:16.372971Z,0.02,-0.21,-2.68
2018-10-25T23:57:16.572971Z,-1.87,0.53,-4.35
2018-10-25T23:57:16.765971Z,0.44,-1.79,3.91
2018-10-25T23:57:16.968971Z,-0.72,0.29,-1.88
2018-10-25T23:57:17.178971Z,0.64,1.06,-0.08
2018-10-25T23:57:17.378971Z,0.43,0.27,1.18
2018-10-25T23:57:17.485971Z,-0.19,-1.1,-0.61
2018-10-25T23:57:17.707971Z,-0.21,1.0,0.68
2018-10-25T23:57:17.892971Z,-0.13,0.38,-2.11
2018-10-25T23:57:18.094971Z,-0.1,-0.45,-1.05
2018-10-25T23:57:18.292971Z,0.81,0.85,1.01
